"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.113169685432244 0.0413207944408947 0.0670677808761723 0.0129893833613701 0.111058409203056 0.178603796550216 0.140311624321333 0.0888635796507044 0.114709578683113 0.20362481553526 0.119871391626275
"2" 0.0668714505860003 0.201128000530937 0.179963702120423 0.144185252336103 0.01724843670911 0.183866123847615 0.368700082228556 0.396862475983529 0.188532789688269 0.28725509627206 0.299245118961954
"3" 0.0859895957209328 0.0782642538225436 0.20951736405617 0.0987926849736641 0.103462767408958 0.0209109827404769 0.296080670399199 0.274090859925616 0.23837462042076 0.2195145575115 0.246723410834143
"4" 0.187610455770698 0.117681435850765 0.204979958825555 0.283882218498666 0.0885034938203944 0.114742584709626 0.0212874512961436 0.215901300182837 0.470308784473193 0.907472376541596 0.267990857710312
"5" 0.290750832232803 0.0958795504491816 0.0579724541031532 0.153615225621559 0.306962393218002 0.0983420962694409 0.14294298700497 0.0209408319686036 0.216575991988865 0.407725024258041 0.277212268870649
"6" 0.12720932490423 0.0628089684035217 0.0311977732107779 0.0347435168115517 0.116373797102314 0.179352857782031 0.0614680429717355 0.0782686189415844 0.0152094592648576 1 1
"7" 0.120157314681562 0.058531624349466 0.0307084327943974 0.0162153695198266 0.0247690655794625 0.0858752510906267 0.119856397758204 0.0544234683627362 0.055748441486065 0.0119247450800636 0.146686226982712
"8" 0.314792598617023 0.0433023763620459 0.0166481841045029 0.0121551672352598 0.0120005303134476 0.0206771607367997 0.086075643484309 0.0851147500646681 0.0391276241936307 0.0355131676520871 0.00987619006947262
"9" 0.0608917388450074 0.0568465464101815 0.0112983968540384 0.00739168648315073 0.00974032046713484 0.0152861545121966 0.0317479428468223 0.143801627525492 0.12606586708621 0.0402606228431244 0.0102584413084564
"10" 0.0720908136359231 0.0280561168930369 0.0189901340313743 0.0068783366358885 0.00650200198252937 0.0109132841655294 0.0171860940919597 0.0420523745731059 0.0753964343123344 0.0586263360637582 0.0139744475046022
"11" 0.0357057315316747 0.0389584012375364 0.0201571285214201 0.0161115177258728 0.00695258247476128 0.00830995229884571 0.0158109704557989 0.0281111461469861 0.0508315581908409 0.0666740171510675 0.0207184659075815
"12" 0.152863788554687 0.0272669888343437 0.0556174667749627 0.0275686845573693 0.014838625398716 0.00730709769914729 0.00868465801886631 0.0182650579523148 0.0313322787700244 0.0890499706830871 0.0223476152538178
"13" 0.0894614724194677 0.0354512058400711 0.0128643092100527 0.0563549299895782 0.0306155023318197 0.0153229891914752 0.00818701478517249 0.00920433660268136 0.0213853593547983 0.0385918388609806 0.0276474529642664
"14" 0.236154828477614 0.0319317895195646 0.0251060560740849 0.0148872269458235 0.053366127020966 0.0330294067005249 0.018097313524136 0.010356479000238 0.0135727163162351 0.0380094041084212 0.0453595796495219
"15" 0.0416341382979151 0.0224355091511356 0.011947117499704 0.0195954388987158 0.0171859531370665 0.0612085442806197 0.0334883318306454 0.0192297123514945 0.0117532362945576 0.0168347721046201 0.0358078660391599
"16" 0.161168452898985 0.0375869075752664 0.0172579010246931 0.0111576622339143 0.0239238804654432 0.0245336615850949 0.0703521306078127 0.0377867794520991 0.0213786201282728 0.0127804024517227 0.0189525509759086
"17" 0.0500323811188829 0.068155377737509 0.0337246539898157 0.0148371989845063 0.0112914889794769 0.0305710227377145 0.027233895670348 0.0649364108410174 0.0454872538999217 0.0244235727840376 0.0118596575365858
"18" 0.0746413090345965 0.0145093038684171 0.0333604553322082 0.0243201352831575 0.0119427410342479 0.00979797978352425 0.0290930314745273 0.0289122523259277 0.053941431745043 0.0405213692091245 0.0121142987223545
"19" 0.0490736029042555 0.0374339381199145 0.01116234196428 0.0358862363275804 0.024257734631926 0.0111941561202826 0.010829434566579 0.0344445748832164 0.0371003284472157 0.060682090526817 0.0157792317547466
"20" 0.117596238957881 0.0209926507658981 0.0161427091154763 0.00686043371549002 0.0257779058443303 0.0201323546454481 0.0111710760129344 0.0135077103297953 0.0480909451287087 0.0666177194203275 0.0249126652818824
"21" 0.0288304027289518 0.0549681204870557 0.0129905627558963 0.0116813143001773 0.0060260251414735 0.0223614217709266 0.019570219560642 0.0125525868307323 0.0160808966206779 0.0614354323942844 0.026214753620541
"22" 0.0302248462516583 0.0227888308376263 0.0261299614094938 0.00856849117940647 0.0098872227317103 0.00661721603513332 0.0267228628113218 0.0193330423850936 0.0149407999656336 0.0203460277308364 0.0274890423890794
"23" 0.0417620073324725 0.0319891755968876 0.0218014603437933 0.0229714284632118 0.009111609103292 0.0113126158687812 0.00779905495010559 0.0239871552579392 0.0236183542194327 0.0167962345200601 0.0197005810244015
