"t1" "t2" "ageFrom" "ageTo" "obs" "fleet"
"1246" 1990 1990.25 2 2 629.8 2
"1681" 1990 1990.25 2 2 712 3
"650" 1990 1990.25 3 3 20 1
"1369" 1990 1990.25 3 3 35.9 2
"1722" 1990 1990.25 3 3 70 3
"845" 1990 1990.25 4 4 10 1
"1492" 1990 1990.25 4 4 17.9 2
"1763" 1990 1990.25 4 4 7 3
"66" 1990.25 1990.5 0 0 0 1
"261" 1990.25 1990.5 1 1 1780 1
"456" 1990.25 1990.5 2 2 572 1
"651" 1990.25 1990.5 3 3 19 1
"846" 1990.25 1990.5 4 4 0 1
"67" 1990.5 1990.75 0 0 20 1
"1001" 1990.5 1990.75 0 0 0 2
"1804" 1990.5 1990.75 0 0 0 4
"2009" 1990.5 1990.75 0 0 0 5
"2214" 1990.5 1990.75 0 0 0 6
"262" 1990.5 1990.75 1 1 971 1
"1124" 1990.5 1990.75 1 1 927.8 2
"1845" 1990.5 1990.75 1 1 0 4
"2050" 1990.5 1990.75 1 1 0 5
"2254" 1990.5 1990.75 1 1 0 6
"457" 1990.5 1990.75 2 2 185 1
"1247" 1990.5 1990.75 2 2 205.7 2
"1886" 1990.5 1990.75 2 2 0 4
"2091" 1990.5 1990.75 2 2 0 5
"2294" 1990.5 1990.75 2 2 0 6
"652" 1990.5 1990.75 3 3 6 1
"1370" 1990.5 1990.75 3 3 11.7 2
"1927" 1990.5 1990.75 3 3 0 4
"2132" 1990.5 1990.75 3 3 0 5
"2334" 1990.5 1990.75 3 3 0 6
"847" 1990.5 1990.75 4 4 0 1
"1493" 1990.5 1990.75 4 4 0 2
"1968" 1990.5 1990.75 4 4 0 4
"2173" 1990.5 1990.75 4 4 0 5
"2374" 1990.5 1990.75 4 4 0 6
"68" 1990.75 1991 0 0 993 1
"1002" 1990.75 1991 0 0 1260.3 2
"263" 1990.75 1991 1 1 1181 1
"1125" 1990.75 1991 1 1 1119.5 2
"458" 1990.75 1991 2 2 116 1
"1248" 1990.75 1991 2 2 112.6 2
"653" 1990.75 1991 3 3 4 1
"1371" 1990.75 1991 3 3 6.4 2
"848" 1990.75 1991 4 4 0 1
"1494" 1990.75 1991 4 4 0 2
"69" 1991 1991.25 0 0 0 1
"1003" 1991 1991.25 0 0 0 2
"1600" 1991 1991.25 0 0 0 3
"264" 1991 1991.25 1 1 1501.09 1
"1126" 1991 1991.25 1 1 1484.87 2
"1641" 1991 1991.25 1 1 2428 3
"459" 1991 1991.25 2 2 1335.5 1
"1249" 1991 1991.25 2 2 1335.01 2
"1682" 1991 1991.25 2 2 693 3
"654" 1991 1991.25 3 3 93 1
"1372" 1991 1991.25 3 3 92.86 2
"1723" 1991 1991.25 3 3 157 3
"849" 1991 1991.25 4 4 6 1
"1495" 1991 1991.25 4 4 5.72 2
"1764" 1991 1991.25 4 4 1 3
"70" 1991.25 1991.5 0 0 0 1
"265" 1991.25 1991.5 1 1 635.65 1
"460" 1991.25 1991.5 2 2 403.7 1
"655" 1991.25 1991.5 3 3 19 1
"850" 1991.25 1991.5 4 4 0 1
"71" 1991.5 1991.75 0 0 733.85 1
"1004" 1991.5 1991.75 0 0 0 2
"1805" 1991.5 1991.75 0 0 0 4
"2010" 1991.5 1991.75 0 0 0 5
"2215" 1991.5 1991.75 0 0 0 6
"266" 1991.5 1991.75 1 1 1519.44 1
"1127" 1991.5 1991.75 1 1 1010.33 2
"1846" 1991.5 1991.75 1 1 0 4
"2051" 1991.5 1991.75 1 1 0 5
"2255" 1991.5 1991.75 1 1 0 6
"461" 1991.5 1991.75 2 2 215.42 1
"1250" 1991.5 1991.75 2 2 66.52 2
"1887" 1991.5 1991.75 2 2 0 4
"2092" 1991.5 1991.75 2 2 0 5
"2295" 1991.5 1991.75 2 2 486 6
"656" 1991.5 1991.75 3 3 22.39 1
"1373" 1991.5 1991.75 3 3 1.46 2
"1928" 1991.5 1991.75 3 3 0 4
"2133" 1991.5 1991.75 3 3 0 5
"2335" 1991.5 1991.75 3 3 6 6
"851" 1991.5 1991.75 4 4 0 1
"1496" 1991.5 1991.75 4 4 0 2
"1969" 1991.5 1991.75 4 4 0 4
"2174" 1991.5 1991.75 4 4 0 5
"2375" 1991.5 1991.75 4 4 0 6
"72" 1991.75 1992 0 0 3485.77 1
"1005" 1991.75 1992 0 0 2606.95 2
"267" 1991.75 1992 1 1 1047.99 1
"1128" 1991.75 1992 1 1 1030.14 2
"462" 1991.75 1992 2 2 186.8 1
"1251" 1991.75 1992 2 2 185.49 2
"657" 1991.75 1992 3 3 17.9 1
"1374" 1991.75 1992 3 3 17.11 2
"852" 1991.75 1992 4 4 0 1
"1497" 1991.75 1992 4 4 0 2
"73" 1992 1992.25 0 0 0 1
"1006" 1992 1992.25 0 0 0 2
"1601" 1992 1992.25 0 0 0 3
"268" 1992 1992.25 1 1 3556.46 1
"1129" 1992 1992.25 1 1 3339.67 2
"1642" 1992 1992.25 1 1 5060 3
"463" 1992 1992.25 2 2 1086.14 1
"1252" 1992 1992.25 2 2 1066.87 2
"1683" 1992 1992.25 2 2 860 3
"658" 1992 1992.25 3 3 117.71 1
"1375" 1992 1992.25 3 3 117.27 2
"1724" 1992 1992.25 3 3 33 3
"853" 1992 1992.25 4 4 3 1
"1498" 1992 1992.25 4 4 3.28 2
"1765" 1992 1992.25 4 4 9 3
"74" 1992.25 1992.5 0 0 0 1
"269" 1992.25 1992.5 1 1 1522.47 1
"464" 1992.25 1992.5 2 2 292.96 1
"659" 1992.25 1992.5 3 3 20 1
"854" 1992.25 1992.5 4 4 0 1
"75" 1992.5 1992.75 0 0 879.36 1
"1007" 1992.5 1992.75 0 0 0 2
"1806" 1992.5 1992.75 0 0 2975 4
"2011" 1992.5 1992.75 0 0 0 5
"2216" 1992.5 1992.75 0 0 0 6
"270" 1992.5 1992.75 1 1 3456.79 1
"1130" 1992.5 1992.75 1 1 2607.91 2
"1847" 1992.5 1992.75 1 1 6116 4
"2052" 1992.5 1992.75 1 1 0 5
"2256" 1992.5 1992.75 1 1 0 6
"465" 1992.5 1992.75 2 2 389.11 1
"1253" 1992.5 1992.75 2 2 371.7 2
"1888" 1992.5 1992.75 2 2 0 4
"2093" 1992.5 1992.75 2 2 0 5
"2296" 1992.5 1992.75 2 2 740 6
"660" 1992.5 1992.75 3 3 1 1
"1376" 1992.5 1992.75 3 3 0.92 2
"1929" 1992.5 1992.75 3 3 0 4
"2134" 1992.5 1992.75 3 3 0 5
"2336" 1992.5 1992.75 3 3 151 6
"855" 1992.5 1992.75 4 4 0 1
"1499" 1992.5 1992.75 4 4 0 2
"1970" 1992.5 1992.75 4 4 0 4
"2175" 1992.5 1992.75 4 4 0 5
"2376" 1992.5 1992.75 4 4 0 6
"76" 1992.75 1993 0 0 953.87 1
"1008" 1992.75 1993 0 0 455.92 2
"271" 1992.75 1993 1 1 2783.76 1
"1131" 1992.75 1993 1 1 2643.15 2
"466" 1992.75 1993 2 2 267.03 1
"1254" 1992.75 1993 2 2 253.81 2
"661" 1992.75 1993 3 3 2 1
"1377" 1992.75 1993 3 3 2.38 2
"856" 1992.75 1993 4 4 0 1
"1500" 1992.75 1993 4 4 0 2
"77" 1993 1993.25 0 0 0 1
"1009" 1993 1993.25 0 0 0 2
"1602" 1993 1993.25 0 0 0 3
"272" 1993 1993.25 1 1 1942.21 1
"1132" 1993 1993.25 1 1 1924.74 2
"1643" 1993 1993.25 1 1 2574 3
"467" 1993 1993.25 2 2 698.58 1
"1255" 1993 1993.25 2 2 692.4 2
"1684" 1993 1993.25 2 2 2643 3
"662" 1993 1993.25 3 3 14.66 1
"1378" 1993 1993.25 3 3 13.53 2
"1725" 1993 1993.25 3 3 346 3
"857" 1993 1993.25 4 4 0.17 1
"1501" 1993 1993.25 4 4 0 2
"1766" 1993 1993.25 4 4 6 3
"78" 1993.25 1993.5 0 0 0 1
"273" 1993.25 1993.5 1 1 813.36 1
"468" 1993.25 1993.5 2 2 472.84 1
"663" 1993.25 1993.5 3 3 58 1
"858" 1993.25 1993.5 4 4 0 1
"79" 1993.5 1993.75 0 0 96.07 1
"1010" 1993.5 1993.75 0 0 0 2
"1807" 1993.5 1993.75 0 0 3706 4
"2012" 1993.5 1993.75 0 0 0 5
"2217" 1993.5 1993.75 0 0 0 6
"274" 1993.5 1993.75 1 1 1146.82 1
"1133" 1993.5 1993.75 1 1 1039.89 2
"1848" 1993.5 1993.75 1 1 3582 4
"2053" 1993.5 1993.75 1 1 0 5
"2257" 1993.5 1993.75 1 1 0 6
"469" 1993.5 1993.75 2 2 912.47 1
"1256" 1993.5 1993.75 2 2 888.68 2
"1889" 1993.5 1993.75 2 2 0 4
"2094" 1993.5 1993.75 2 2 0 5
"2297" 1993.5 1993.75 2 2 921 6
"664" 1993.5 1993.75 3 3 19 1
"1379" 1993.5 1993.75 3 3 18.77 2
"1930" 1993.5 1993.75 3 3 0 4
"2135" 1993.5 1993.75 3 3 0 5
"2337" 1993.5 1993.75 3 3 92 6
"859" 1993.5 1993.75 4 4 0 1
"1502" 1993.5 1993.75 4 4 0 2
"1971" 1993.5 1993.75 4 4 0 4
"2176" 1993.5 1993.75 4 4 0 5
"2377" 1993.5 1993.75 4 4 0 6
"80" 1993.75 1994 0 0 1175.06 1
"1011" 1993.75 1994 0 0 929.28 2
"275" 1993.75 1994 1 1 1050.29 1
"1134" 1993.75 1994 1 1 1033.22 2
"470" 1993.75 1994 2 2 444.66 1
"1257" 1993.75 1994 2 2 442.26 2
"665" 1993.75 1994 3 3 2 1
"1380" 1993.75 1994 3 3 1.74 2
"860" 1993.75 1994 4 4 0 1
"1503" 1993.75 1994 4 4 0 2
"81" 1994 1994.25 0 0 0 1
"1012" 1994 1994.25 0 0 0 2
"1603" 1994 1994.25 0 0 0 3
"276" 1994 1994.25 1 1 1974.81 1
"1135" 1994 1994.25 1 1 1902.22 2
"1644" 1994 1994.25 1 1 1532 3
"471" 1994 1994.25 2 2 591.02 1
"1258" 1994 1994.25 2 2 589.14 2
"1685" 1994 1994.25 2 2 374 3
"666" 1994 1994.25 3 3 56 1
"1381" 1994 1994.25 3 3 56.33 2
"1726" 1994 1994.25 3 3 99 3
"861" 1994 1994.25 4 4 0 1
"1504" 1994 1994.25 4 4 0 2
"1767" 1994 1994.25 4 4 3 3
"82" 1994.25 1994.5 0 0 0 1
"277" 1994.25 1994.5 1 1 372.46 1
"472" 1994.25 1994.5 2 2 285.1 1
"667" 1994.25 1994.5 3 3 29 1
"862" 1994.25 1994.5 4 4 0 1
"83" 1994.5 1994.75 0 0 646.64 1
"1013" 1994.5 1994.75 0 0 0 2
"1808" 1994.5 1994.75 0 0 9487 4
"2013" 1994.5 1994.75 0 0 0 5
"2218" 1994.5 1994.75 0 0 0 6
"278" 1994.5 1994.75 1 1 1029 1
"1136" 1994.5 1994.75 1 1 1028.83 2
"1849" 1994.5 1994.75 1 1 1148 4
"2054" 1994.5 1994.75 1 1 0 5
"2258" 1994.5 1994.75 1 1 0 6
"473" 1994.5 1994.75 2 2 420.67 1
"1259" 1994.5 1994.75 2 2 402.3 2
"1890" 1994.5 1994.75 2 2 0 4
"2095" 1994.5 1994.75 2 2 0 5
"2298" 1994.5 1994.75 2 2 114 6
"668" 1994.5 1994.75 3 3 71 1
"1382" 1994.5 1994.75 3 3 70.6 2
"1931" 1994.5 1994.75 3 3 0 4
"2136" 1994.5 1994.75 3 3 0 5
"2338" 1994.5 1994.75 3 3 21 6
"863" 1994.5 1994.75 4 4 0 1
"1505" 1994.5 1994.75 4 4 0 2
"1972" 1994.5 1994.75 4 4 0 4
"2177" 1994.5 1994.75 4 4 0 5
"2378" 1994.5 1994.75 4 4 0 6
"84" 1994.75 1995 0 0 4238.45 1
"1014" 1994.75 1995 0 0 3793.85 2
"279" 1994.75 1995 1 1 1148 1
"1137" 1994.75 1995 1 1 1147.66 2
"474" 1994.75 1995 2 2 134 1
"1260" 1994.75 1995 2 2 133.95 2
"669" 1994.75 1995 3 3 0 1
"1383" 1994.75 1995 3 3 0 2
"864" 1994.75 1995 4 4 0 1
"1506" 1994.75 1995 4 4 0 2
"85" 1995 1995.25 0 0 0 1
"1015" 1995 1995.25 0 0 0 2
"1604" 1995 1995.25 0 0 0 3
"280" 1995 1995.25 1 1 3991.57 1
"1138" 1995 1995.25 1 1 3947.4 2
"1645" 1995 1995.25 1 1 5951 3
"475" 1995 1995.25 2 2 240.01 1
"1261" 1995 1995.25 2 2 237.24 2
"1686" 1995 1995.25 2 2 757 3
"670" 1995 1995.25 3 3 5.53 1
"1384" 1995 1995.25 3 3 5.53 2
"1727" 1995 1995.25 3 3 85 3
"865" 1995 1995.25 4 4 0 1
"1507" 1995 1995.25 4 4 0 2
"1768" 1995 1995.25 4 4 16 3
"86" 1995.25 1995.5 0 0 0 1
"281" 1995.25 1995.5 1 1 1905.1 1
"476" 1995.25 1995.5 2 2 256.37 1
"671" 1995.25 1995.5 3 3 31.8 1
"866" 1995.25 1995.5 4 4 0 1
"87" 1995.5 1995.75 0 0 700.27 1
"1016" 1995.5 1995.75 0 0 0 2
"1809" 1995.5 1995.75 0 0 5478 4
"2014" 1995.5 1995.75 0 0 0 5
"2219" 1995.5 1995.75 0 0 0 6
"282" 1995.5 1995.75 1 1 2544.79 1
"1139" 1995.5 1995.75 1 1 1892.13 2
"1850" 1995.5 1995.75 1 1 8374 4
"2055" 1995.5 1995.75 1 1 0 5
"2259" 1995.5 1995.75 1 1 0 6
"477" 1995.5 1995.75 2 2 46.6 1
"1262" 1995.5 1995.75 2 2 39.15 2
"1891" 1995.5 1995.75 2 2 0 4
"2096" 1995.5 1995.75 2 2 0 5
"2299" 1995.5 1995.75 2 2 860 6
"672" 1995.5 1995.75 3 3 3 1
"1385" 1995.5 1995.75 3 3 3 2
"1932" 1995.5 1995.75 3 3 0 4
"2137" 1995.5 1995.75 3 3 0 5
"2339" 1995.5 1995.75 3 3 134 6
"867" 1995.5 1995.75 4 4 0 1
"1508" 1995.5 1995.75 4 4 0 2
"1973" 1995.5 1995.75 4 4 0 4
"2178" 1995.5 1995.75 4 4 0 5
"2379" 1995.5 1995.75 4 4 0 6
"88" 1995.75 1996 0 0 1691.77 1
"1017" 1995.75 1996 0 0 356.87 2
"283" 1995.75 1996 1 1 3348.39 1
"1140" 1995.75 1996 1 1 3063.26 2
"478" 1995.75 1996 2 2 59.2 1
"1263" 1995.75 1996 2 2 59.2 2
"673" 1995.75 1996 3 3 3 1
"1386" 1995.75 1996 3 3 3 2
"868" 1995.75 1996 4 4 0 1
"1509" 1995.75 1996 4 4 0 2
"89" 1996 1996.25 0 0 0 1
"1018" 1996 1996.25 0 0 0 2
"1605" 1996 1996.25 0 0 0 3
"284" 1996 1996.25 1 1 534.61 1
"1141" 1996 1996.25 1 1 385.77 2
"1646" 1996 1996.25 1 1 915 3
"479" 1996 1996.25 2 2 772.29 1
"1264" 1996 1996.25 2 2 772.29 2
"1687" 1996 1996.25 2 2 2626 3
"674" 1996 1996.25 3 3 13.9 1
"1387" 1996 1996.25 3 3 13.9 2
"1728" 1996 1996.25 3 3 233 3
"869" 1996 1996.25 4 4 0 1
"1510" 1996 1996.25 4 4 0 2
"1769" 1996 1996.25 4 4 12 3
"90" 1996.25 1996.5 0 0 0 1
"285" 1996.25 1996.5 1 1 560.31 1
"480" 1996.25 1996.5 2 2 200.97 1
"675" 1996.25 1996.5 3 3 37.94 1
"870" 1996.25 1996.5 4 4 0 1
"91" 1996.5 1996.75 0 0 724.45 1
"1019" 1996.5 1996.75 0 0 0 2
"1810" 1996.5 1996.75 0 0 8241 4
"2015" 1996.5 1996.75 0 0 0 5
"2220" 1996.5 1996.75 0 0 0 6
"286" 1996.5 1996.75 1 1 1043.24 1
"1142" 1996.5 1996.75 1 1 460.38 2
"1851" 1996.5 1996.75 1 1 1326 4
"2056" 1996.5 1996.75 1 1 0 5
"2260" 1996.5 1996.75 1 1 0 6
"481" 1996.5 1996.75 2 2 1001.63 1
"1265" 1996.5 1996.75 2 2 950.17 2
"1892" 1996.5 1996.75 2 2 0 4
"2097" 1996.5 1996.75 2 2 0 5
"2300" 1996.5 1996.75 2 2 419 6
"676" 1996.5 1996.75 3 3 36.5 1
"1388" 1996.5 1996.75 3 3 36.5 2
"1933" 1996.5 1996.75 3 3 0 4
"2138" 1996.5 1996.75 3 3 0 5
"2340" 1996.5 1996.75 3 3 41 6
"871" 1996.5 1996.75 4 4 0 1
"1511" 1996.5 1996.75 4 4 0 2
"1974" 1996.5 1996.75 4 4 0 4
"2179" 1996.5 1996.75 4 4 0 5
"2380" 1996.5 1996.75 4 4 0 6
"92" 1996.75 1997 0 0 2517.1 1
"1020" 1996.75 1997 0 0 1465.34 2
"287" 1996.75 1997 1 1 650.47 1
"1143" 1996.75 1997 1 1 650.47 2
"482" 1996.75 1997 2 2 333.13 1
"1266" 1996.75 1997 2 2 333.13 2
"677" 1996.75 1997 3 3 0.3 1
"1389" 1996.75 1997 3 3 0.3 2
"872" 1996.75 1997 4 4 0 1
"1512" 1996.75 1997 4 4 0 2
"93" 1997 1997.25 0 0 0 1
"1021" 1997 1997.25 0 0 0 2
"1606" 1997 1997.25 0 0 0 3
"288" 1997 1997.25 1 1 672.22 1
"1144" 1997 1997.25 1 1 525.04 2
"1647" 1997 1997.25 1 1 9633 3
"483" 1997 1997.25 2 2 325.47 1
"1267" 1997 1997.25 2 2 254.51 2
"1688" 1997 1997.25 2 2 1557 3
"678" 1997 1997.25 3 3 78.92 1
"1390" 1997 1997.25 3 3 77.82 2
"1729" 1997 1997.25 3 3 674 3
"873" 1997 1997.25 4 4 0 1
"1513" 1997 1997.25 4 4 0 2
"1770" 1997 1997.25 4 4 34 3
"94" 1997.25 1997.5 0 0 0 1
"289" 1997.25 1997.5 1 1 99.08 1
"484" 1997.25 1997.5 2 2 130.71 1
"679" 1997.25 1997.5 3 3 118.92 1
"874" 1997.25 1997.5 4 4 0 1
"95" 1997.5 1997.75 0 0 108.53 1
"1022" 1997.5 1997.75 0 0 0 2
"1811" 1997.5 1997.75 0 0 441 4
"2016" 1997.5 1997.75 0 0 0 5
"2221" 1997.5 1997.75 0 0 0 6
"290" 1997.5 1997.75 1 1 3089.61 1
"1145" 1997.5 1997.75 1 1 2333.63 2
"1852" 1997.5 1997.75 1 1 6295 4
"2057" 1997.5 1997.75 1 1 0 5
"2261" 1997.5 1997.75 1 1 0 6
"485" 1997.5 1997.75 2 2 371.78 1
"1268" 1997.5 1997.75 2 2 286.63 2
"1893" 1997.5 1997.75 2 2 0 4
"2098" 1997.5 1997.75 2 2 0 5
"2301" 1997.5 1997.75 2 2 345 6
"680" 1997.5 1997.75 3 3 104.91 1
"1391" 1997.5 1997.75 3 3 104.91 2
"1934" 1997.5 1997.75 3 3 0 4
"2139" 1997.5 1997.75 3 3 0 5
"2341" 1997.5 1997.75 3 3 76 6
"875" 1997.5 1997.75 4 4 0 1
"1514" 1997.5 1997.75 4 4 0 2
"1975" 1997.5 1997.75 4 4 0 4
"2180" 1997.5 1997.75 4 4 0 5
"2381" 1997.5 1997.75 4 4 0 6
"96" 1997.75 1998 0 0 342.59 1
"1023" 1997.75 1998 0 0 100.57 2
"291" 1997.75 1998 1 1 1921.9 1
"1146" 1997.75 1998 1 1 1802.35 2
"486" 1997.75 1998 2 2 207.44 1
"1269" 1997.75 1998 2 2 204.52 2
"681" 1997.75 1998 3 3 34.64 1
"1392" 1997.75 1998 3 3 34.64 2
"876" 1997.75 1998 4 4 0 1
"1515" 1997.75 1998 4 4 0 2
"97" 1998 1998.25 0 0 0 1
"1024" 1998 1998.25 0 0 0 2
"1607" 1998 1998.25 0 0 0 3
"292" 1998 1998.25 1 1 261.29 1
"1147" 1998 1998.25 1 1 143.14 2
"1648" 1998 1998.25 1 1 1009 3
"487" 1998 1998.25 2 2 690.19 1
"1270" 1998 1998.25 2 2 690.19 2
"1689" 1998 1998.25 2 2 5332 3
"682" 1998 1998.25 3 3 47.06 1
"1393" 1998 1998.25 3 3 47.06 2
"1730" 1998 1998.25 3 3 268 3
"877" 1998 1998.25 4 4 8 1
"1516" 1998 1998.25 4 4 8 2
"1771" 1998 1998.25 4 4 87 3
"98" 1998.25 1998.5 0 0 0 1
"293" 1998.25 1998.5 1 1 210.12 1
"488" 1998.25 1998.5 2 2 309.91 1
"683" 1998.25 1998.5 3 3 18.21 1
"878" 1998.25 1998.5 4 4 24.3 1
"99" 1998.5 1998.75 0 0 93.77 1
"1025" 1998.5 1998.75 0 0 0 2
"1812" 1998.5 1998.75 0 0 1391 4
"2017" 1998.5 1998.75 0 0 2628 5
"2222" 1998.5 1998.75 0 0 0 6
"294" 1998.5 1998.75 1 1 411.39 1
"1148" 1998.5 1998.75 1 1 263.25 2
"1853" 1998.5 1998.75 1 1 377 4
"2058" 1998.5 1998.75 1 1 938 5
"2262" 1998.5 1998.75 1 1 0 6
"489" 1998.5 1998.75 2 2 332.28 1
"1271" 1998.5 1998.75 2 2 288.5 2
"1894" 1998.5 1998.75 2 2 0 4
"2099" 1998.5 1998.75 2 2 0 5
"2302" 1998.5 1998.75 2 2 745 6
"684" 1998.5 1998.75 3 3 1.59 1
"1394" 1998.5 1998.75 3 3 0.9 2
"1935" 1998.5 1998.75 3 3 0 4
"2140" 1998.5 1998.75 3 3 0 5
"2342" 1998.5 1998.75 3 3 23 6
"879" 1998.5 1998.75 4 4 0 1
"1517" 1998.5 1998.75 4 4 0 2
"1976" 1998.5 1998.75 4 4 0 4
"2181" 1998.5 1998.75 4 4 0 5
"2382" 1998.5 1998.75 4 4 0 6
"100" 1998.75 1999 0 0 338.65 1
"1026" 1998.75 1999 0 0 154.55 2
"295" 1998.75 1999 1 1 530.98 1
"1149" 1998.75 1999 1 1 514.3 2
"490" 1998.75 1999 2 2 215.08 1
"1272" 1998.75 1999 2 2 214.1 2
"685" 1998.75 1999 3 3 13.29 1
"1395" 1998.75 1999 3 3 13.29 2
"880" 1998.75 1999 4 4 0 1
"1518" 1998.75 1999 4 4 0 2
"101" 1999 1999.25 0 0 0 1
"1027" 1999 1999.25 0 0 0 2
"1608" 1999 1999.25 0 0 0 3
"296" 1999 1999.25 1 1 202.24 1
"1150" 1999 1999.25 1 1 200.43 2
"1649" 1999 1999.25 1 1 3522 3
"491" 1999 1999.25 2 2 128.23 1
"1273" 1999 1999.25 2 2 128.23 2
"1690" 1999 1999.25 2 2 601 3
"686" 1999 1999.25 3 3 73.06 1
"1396" 1999 1999.25 3 3 73.06 2
"1731" 1999 1999.25 3 3 668 3
"881" 1999 1999.25 4 4 0.53 1
"1519" 1999 1999.25 4 4 0.53 2
"1772" 1999 1999.25 4 4 4 3
"102" 1999.25 1999.5 0 0 0 1
"297" 1999.25 1999.5 1 1 318.09 1
"492" 1999.25 1999.5 2 2 219.67 1
"687" 1999.25 1999.5 3 3 93 1
"882" 1999.25 1999.5 4 4 0.17 1
"103" 1999.5 1999.75 0 0 40.83 1
"1028" 1999.5 1999.75 0 0 0 2
"1813" 1999.5 1999.75 0 0 10985 4
"2018" 1999.5 1999.75 0 0 3603 5
"2223" 1999.5 1999.75 0 0 0 6
"298" 1999.5 1999.75 1 1 1298.3 1
"1151" 1999.5 1999.75 1 1 1140.42 2
"1854" 1999.5 1999.75 1 1 1175 4
"2059" 1999.5 1999.75 1 1 1784 5
"2263" 1999.5 1999.75 1 1 0 6
"493" 1999.5 1999.75 2 2 338.07 1
"1274" 1999.5 1999.75 2 2 335.65 2
"1895" 1999.5 1999.75 2 2 0 4
"2100" 1999.5 1999.75 2 2 0 5
"2303" 1999.5 1999.75 2 2 230 6
"688" 1999.5 1999.75 3 3 34.5 1
"1397" 1999.5 1999.75 3 3 34.5 2
"1936" 1999.5 1999.75 3 3 0 4
"2141" 1999.5 1999.75 3 3 0 5
"2343" 1999.5 1999.75 3 3 106 6
"883" 1999.5 1999.75 4 4 0 1
"1520" 1999.5 1999.75 4 4 0 2
"1977" 1999.5 1999.75 4 4 0 4
"2182" 1999.5 1999.75 4 4 0 5
"2383" 1999.5 1999.75 4 4 0 6
"104" 1999.75 2000 0 0 1126.79 1
"1029" 1999.75 2000 0 0 1040.05 2
"299" 1999.75 2000 1 1 576.45 1
"1152" 1999.75 2000 1 1 494.04 2
"494" 1999.75 2000 2 2 159.74 1
"1275" 1999.75 2000 2 2 159.74 2
"689" 1999.75 2000 3 3 23.1 1
"1398" 1999.75 2000 3 3 23.1 2
"884" 1999.75 2000 4 4 0 1
"1521" 1999.75 2000 4 4 0 2
"105" 2000 2000.25 0 0 0 1
"1030" 2000 2000.25 0 0 0 2
"1609" 2000 2000.25 0 0 0 3
"300" 2000 2000.25 1 1 653.4 1
"1153" 2000 2000.25 1 1 653 2
"1650" 2000 2000.25 1 1 8034 3
"495" 2000 2000.25 2 2 184.98 1
"1276" 2000 2000.25 2 2 184.68 2
"1691" 2000 2000.25 2 2 1563 3
"690" 2000 2000.25 3 3 2.7 1
"1399" 2000 2000.25 3 3 2.7 2
"1732" 2000 2000.25 3 3 98 3
"885" 2000 2000.25 4 4 0 1
"1522" 2000 2000.25 4 4 0 2
"1773" 2000 2000.25 4 4 47 3
"106" 2000.25 2000.5 0 0 0 1
"301" 2000.25 2000.5 1 1 279.79 1
"496" 2000.25 2000.5 2 2 207.29 1
"691" 2000.25 2000.5 3 3 48.4 1
"886" 2000.25 2000.5 4 4 0 1
"107" 2000.5 2000.75 0 0 73.04 1
"1031" 2000.5 2000.75 0 0 0 2
"1814" 2000.5 2000.75 0 0 2267 4
"2019" 2000.5 2000.75 0 0 2094 5
"2224" 2000.5 2000.75 0 0 0 6
"302" 2000.5 2000.75 1 1 1368.12 1
"1154" 2000.5 2000.75 1 1 1061.29 2
"1855" 2000.5 2000.75 1 1 9730 4
"2060" 2000.5 2000.75 1 1 6656 5
"2264" 2000.5 2000.75 1 1 0 6
"497" 2000.5 2000.75 2 2 265.66 1
"1277" 2000.5 2000.75 2 2 245.33 2
"1896" 2000.5 2000.75 2 2 0 4
"2101" 2000.5 2000.75 2 2 0 5
"2304" 2000.5 2000.75 2 2 590 6
"692" 2000.5 2000.75 3 3 20.34 1
"1400" 2000.5 2000.75 3 3 20.34 2
"1937" 2000.5 2000.75 3 3 0 4
"2142" 2000.5 2000.75 3 3 0 5
"2344" 2000.5 2000.75 3 3 14 6
"887" 2000.5 2000.75 4 4 0 1
"1523" 2000.5 2000.75 4 4 0 2
"1978" 2000.5 2000.75 4 4 0 4
"2183" 2000.5 2000.75 4 4 0 5
"2384" 2000.5 2000.75 4 4 0 6
"108" 2000.75 2001 0 0 301.51 1
"1032" 2000.75 2001 0 0 257.16 2
"303" 2000.75 2001 1 1 4616.47 1
"1155" 2000.75 2001 1 1 4587.41 2
"498" 2000.75 2001 2 2 244.74 1
"1278" 2000.75 2001 2 2 241.68 2
"693" 2000.75 2001 3 3 5.93 1
"1401" 2000.75 2001 3 3 5.93 2
"888" 2000.75 2001 4 4 0 1
"1524" 2000.75 2001 4 4 0 2
"109" 2001 2001.25 0 0 0 1
"1033" 2001 2001.25 0 0 0 2
"1610" 2001 2001.25 0 0 0 3
"304" 2001 2001.25 1 1 219.69 1
"1156" 2001 2001.25 1 1 210.81 2
"1651" 2001 2001.25 1 1 1306 3
"499" 2001 2001.25 2 2 845.01 1
"1279" 2001 2001.25 2 2 840.23 2
"1692" 2001 2001.25 2 2 2805 3
"694" 2001 2001.25 3 3 35.13 1
"1402" 2001 2001.25 3 3 35.09 2
"1733" 2001 2001.25 3 3 288 3
"889" 2001 2001.25 4 4 0 1
"1525" 2001 2001.25 4 4 0 2
"1774" 2001 2001.25 4 4 4 3
"110" 2001.25 2001.5 0 0 0 1
"305" 2001.25 2001.5 1 1 132.85 1
"500" 2001.25 2001.5 2 2 245.66 1
