"t1" "t2" "ageFrom" "ageTo" "obs" "fleet"
"740" 2012.5 2012.75 3 3 1.48 1
"1436" 2012.5 2012.75 3 3 0 2
"1949" 2012.5 2012.75 3 3 0 4
"2154" 2012.5 2012.75 3 3 0 5
"2356" 2012.5 2012.75 3 3 139 6
"935" 2012.5 2012.75 4 4 0 1
"1559" 2012.5 2012.75 4 4 0 2
"1990" 2012.5 2012.75 4 4 0 4
"2195" 2012.5 2012.75 4 4 0 5
"2396" 2012.5 2012.75 4 4 0 6
"156" 2012.75 2013 0 0 134.7 1
"1068" 2012.75 2013 0 0 0 2
"351" 2012.75 2013 1 1 403.56 1
"1191" 2012.75 2013 1 1 0 2
"546" 2012.75 2013 2 2 184.71 1
"1314" 2012.75 2013 2 2 0 2
"741" 2012.75 2013 3 3 9.57 1
"1437" 2012.75 2013 3 3 0 2
"936" 2012.75 2013 4 4 0 1
"1560" 2012.75 2013 4 4 0 2
"157" 2013 2013.25 0 0 0 1
"1069" 2013 2013.25 0 0 0 2
"1622" 2013 2013.25 0 0 0 3
"352" 2013 2013.25 1 1 5.08 1
"1192" 2013 2013.25 1 1 0 2
"1663" 2013 2013.25 1 1 4469 3
"547" 2013 2013.25 2 2 0.34 1
"1315" 2013 2013.25 2 2 0 2
"1704" 2013 2013.25 2 2 508 3
"742" 2013 2013.25 3 3 0.1 1
"1438" 2013 2013.25 3 3 0 2
"1745" 2013 2013.25 3 3 102 3
"937" 2013 2013.25 4 4 0 1
"1561" 2013 2013.25 4 4 0 2
"1786" 2013 2013.25 4 4 79 3
"158" 2013.25 2013.5 0 0 0 1
"353" 2013.25 2013.5 1 1 631.36 1
"548" 2013.25 2013.5 2 2 38.69 1
"743" 2013.25 2013.5 3 3 3.65 1
"938" 2013.25 2013.5 4 4 0 1
"159" 2013.5 2013.75 0 0 8.1 1
"1070" 2013.5 2013.75 0 0 0 2
"1827" 2013.5 2013.75 0 0 498 4
"2032" 2013.5 2013.75 0 0 1754 5
"2237" 2013.5 2013.75 0 0 0 6
"354" 2013.5 2013.75 1 1 805.23 1
"1193" 2013.5 2013.75 1 1 0 2
"1868" 2013.5 2013.75 1 1 2592 4
"2073" 2013.5 2013.75 1 1 2888 5
"2277" 2013.5 2013.75 1 1 0 6
"549" 2013.5 2013.75 2 2 131.24 1
"1316" 2013.5 2013.75 2 2 0 2
"1909" 2013.5 2013.75 2 2 0 4
"2114" 2013.5 2013.75 2 2 0 5
"2317" 2013.5 2013.75 2 2 186 6
"744" 2013.5 2013.75 3 3 17.95 1
"1439" 2013.5 2013.75 3 3 0 2
"1950" 2013.5 2013.75 3 3 0 4
"2155" 2013.5 2013.75 3 3 0 5
"2357" 2013.5 2013.75 3 3 18 6
"939" 2013.5 2013.75 4 4 0 1
"1562" 2013.5 2013.75 4 4 0 2
"1991" 2013.5 2013.75 4 4 0 4
"2196" 2013.5 2013.75 4 4 0 5
"2397" 2013.5 2013.75 4 4 0 6
"160" 2013.75 2014 0 0 76.25 1
"1071" 2013.75 2014 0 0 0 2
"355" 2013.75 2014 1 1 1286.8 1
"1194" 2013.75 2014 1 1 0 2
"550" 2013.75 2014 2 2 198.95 1
"1317" 2013.75 2014 2 2 0 2
"745" 2013.75 2014 3 3 26.77 1
"1440" 2013.75 2014 3 3 0 2
"940" 2013.75 2014 4 4 0 1
"1563" 2013.75 2014 4 4 0 2
"161" 2014 2014.25 0 0 0 1
"1072" 2014 2014.25 0 0 0 2
"1623" 2014 2014.25 0 0 0 3
"356" 2014 2014.25 1 1 9.68 1
"1195" 2014 2014.25 1 1 0 2
"1664" 2014 2014.25 1 1 818 3
"551" 2014 2014.25 2 2 50.56 1
"1318" 2014 2014.25 2 2 0 2
"1705" 2014 2014.25 2 2 936 3
"746" 2014 2014.25 3 3 1.01 1
"1441" 2014 2014.25 3 3 0 2
"1746" 2014 2014.25 3 3 48 3
"941" 2014 2014.25 4 4 0 1
"1564" 2014 2014.25 4 4 0 2
"1787" 2014 2014.25 4 4 20 3
"162" 2014.25 2014.5 0 0 0 1
"357" 2014.25 2014.5 1 1 32.79 1
"552" 2014.25 2014.5 2 2 59.94 1
"747" 2014.25 2014.5 3 3 2.39 1
"942" 2014.25 2014.5 4 4 0 1
"163" 2014.5 2014.75 0 0 140.82 1
"1073" 2014.5 2014.75 0 0 0 2
"1828" 2014.5 2014.75 0 0 10157 4
"2033" 2014.5 2014.75 0 0 24896 5
"2238" 2014.5 2014.75 0 0 0 6
"358" 2014.5 2014.75 1 1 196.97 1
"1196" 2014.5 2014.75 1 1 0 2
"1869" 2014.5 2014.75 1 1 483 4
"2074" 2014.5 2014.75 1 1 537 5
"2278" 2014.5 2014.75 1 1 0 6
"553" 2014.5 2014.75 2 2 167.47 1
"1319" 2014.5 2014.75 2 2 0 2
"1910" 2014.5 2014.75 2 2 0 4
"2115" 2014.5 2014.75 2 2 0 5
"2318" 2014.5 2014.75 2 2 253 6
"748" 2014.5 2014.75 3 3 2.5 1
"1442" 2014.5 2014.75 3 3 0 2
"1951" 2014.5 2014.75 3 3 0 4
"2156" 2014.5 2014.75 3 3 0 5
"2358" 2014.5 2014.75 3 3 13 6
"943" 2014.5 2014.75 4 4 0 1
"1565" 2014.5 2014.75 4 4 0 2
"1992" 2014.5 2014.75 4 4 0 4
"2197" 2014.5 2014.75 4 4 0 5
"2398" 2014.5 2014.75 4 4 0 6
"164" 2014.75 2015 0 0 884.32 1
"1074" 2014.75 2015 0 0 0 2
"359" 2014.75 2015 1 1 522.03 1
"1197" 2014.75 2015 1 1 0 2
"554" 2014.75 2015 2 2 114.94 1
"1320" 2014.75 2015 2 2 0 2
"749" 2014.75 2015 3 3 0 1
"1443" 2014.75 2015 3 3 0 2
"944" 2014.75 2015 4 4 0 1
"1566" 2014.75 2015 4 4 0 2
"165" 2015 2015.25 0 0 0 1
"1075" 2015 2015.25 0 0 0 2
"1624" 2015 2015.25 0 0 0 3
"360" 2015 2015.25 1 1 46.07 1
"1198" 2015 2015.25 1 1 0 2
"1665" 2015 2015.25 1 1 6638 3
"555" 2015 2015.25 2 2 6.4 1
"1321" 2015 2015.25 2 2 0 2
"1706" 2015 2015.25 2 2 570 3
"750" 2015 2015.25 3 3 1.3 1
"1444" 2015 2015.25 3 3 0 2
"1747" 2015 2015.25 3 3 130 3
"945" 2015 2015.25 4 4 0 1
"1567" 2015 2015.25 4 4 0 2
"1788" 2015 2015.25 4 4 7 3
"166" 2015.25 2015.5 0 0 0 1
"361" 2015.25 2015.5 1 1 364.68 1
"556" 2015.25 2015.5 2 2 22.88 1
"751" 2015.25 2015.5 3 3 2.39 1
"946" 2015.25 2015.5 4 4 0 1
"167" 2015.5 2015.75 0 0 13.6 1
"1076" 2015.5 2015.75 0 0 0 2
"1829" 2015.5 2015.75 0 0 1415 4
"2034" 2015.5 2015.75 0 0 10208 5
"2239" 2015.5 2015.75 0 0 0 6
"362" 2015.5 2015.75 1 1 1064.49 1
"1199" 2015.5 2015.75 1 1 0 2
"1870" 2015.5 2015.75 1 1 4320 4
"2075" 2015.5 2015.75 1 1 6568 5
"2279" 2015.5 2015.75 1 1 0 6
"557" 2015.5 2015.75 2 2 163.97 1
"1322" 2015.5 2015.75 2 2 0 2
"1911" 2015.5 2015.75 2 2 0 4
"2116" 2015.5 2015.75 2 2 0 5
"2319" 2015.5 2015.75 2 2 191 6
"752" 2015.5 2015.75 3 3 1.73 1
"1445" 2015.5 2015.75 3 3 0 2
"1952" 2015.5 2015.75 3 3 0 4
"2157" 2015.5 2015.75 3 3 0 5
"2359" 2015.5 2015.75 3 3 47 6
"947" 2015.5 2015.75 4 4 0 1
"1568" 2015.5 2015.75 4 4 0 2
"1993" 2015.5 2015.75 4 4 0 4
"2198" 2015.5 2015.75 4 4 0 5
"2399" 2015.5 2015.75 4 4 0 6
"168" 2015.75 2016 0 0 33.07 1
"1077" 2015.75 2016 0 0 0 2
"363" 2015.75 2016 1 1 933.83 1
"1200" 2015.75 2016 1 1 0 2
"558" 2015.75 2016 2 2 33.24 1
"1323" 2015.75 2016 2 2 0 2
"753" 2015.75 2016 3 3 4.7 1
"1446" 2015.75 2016 3 3 0 2
"948" 2015.75 2016 4 4 0 1
"1569" 2015.75 2016 4 4 0 2
"169" 2016 2016.25 0 0 0 1
"1078" 2016 2016.25 0 0 0 2
"1625" 2016 2016.25 0 0 0 3
"364" 2016 2016.25 1 1 18.57 1
"1201" 2016 2016.25 1 1 0 2
"1666" 2016 2016.25 1 1 2404 3
"559" 2016 2016.25 2 2 40.06 1
"1324" 2016 2016.25 2 2 0 2
"1707" 2016 2016.25 2 2 909 3
"754" 2016 2016.25 3 3 1.57 1
"1447" 2016 2016.25 3 3 0 2
"1748" 2016 2016.25 3 3 41 3
"949" 2016 2016.25 4 4 0 1
"1570" 2016 2016.25 4 4 0 2
"1789" 2016 2016.25 4 4 5 3
"170" 2016.25 2016.5 0 0 0 1
"365" 2016.25 2016.5 1 1 260.14 1
"560" 2016.25 2016.5 2 2 159.92 1
"755" 2016.25 2016.5 3 3 9.8 1
"950" 2016.25 2016.5 4 4 0 1
"171" 2016.5 2016.75 0 0 12.5 1
"1079" 2016.5 2016.75 0 0 0 2
"1830" 2016.5 2016.75 0 0 7199 4
"2035" 2016.5 2016.75 0 0 14830 5
"2240" 2016.5 2016.75 0 0 0 6
"366" 2016.5 2016.75 1 1 491.53 1
"1202" 2016.5 2016.75 1 1 0 2
"1871" 2016.5 2016.75 1 1 1710 4
"2076" 2016.5 2016.75 1 1 1696 5
"2280" 2016.5 2016.75 1 1 0 6
"561" 2016.5 2016.75 2 2 291.1 1
"1325" 2016.5 2016.75 2 2 0 2
"1912" 2016.5 2016.75 2 2 0 4
"2117" 2016.5 2016.75 2 2 0 5
"2320" 2016.5 2016.75 2 2 279 6
"756" 2016.5 2016.75 3 3 7.3 1
"1448" 2016.5 2016.75 3 3 0 2
"1953" 2016.5 2016.75 3 3 0 4
"2158" 2016.5 2016.75 3 3 0 5
"2360" 2016.5 2016.75 3 3 14 6
"951" 2016.5 2016.75 4 4 0 1
"1571" 2016.5 2016.75 4 4 0 2
"1994" 2016.5 2016.75 4 4 0 4
"2199" 2016.5 2016.75 4 4 0 5
"2400" 2016.5 2016.75 4 4 0 6
"172" 2016.75 2017 0 0 479.54 1
"1080" 2016.75 2017 0 0 0 2
"367" 2016.75 2017 1 1 405.7 1
"1203" 2016.75 2017 1 1 0 2
"562" 2016.75 2017 2 2 339.04 1
"1326" 2016.75 2017 2 2 0 2
"757" 2016.75 2017 3 3 0 1
"1449" 2016.75 2017 3 3 0 2
"952" 2016.75 2017 4 4 0 1
"1572" 2016.75 2017 4 4 0 2
"173" 2017 2017.25 0 0 0 1
"1081" 2017 2017.25 0 0 0 2
"1626" 2017 2017.25 0 0 0 3
"368" 2017 2017.25 1 1 39.15 1
"1204" 2017 2017.25 1 1 0 2
"1667" 2017 2017.25 1 1 4332 3
"563" 2017 2017.25 2 2 0.74 1
"1327" 2017 2017.25 2 2 0 2
"1708" 2017 2017.25 2 2 421 3
"758" 2017 2017.25 3 3 0.04 1
"1450" 2017 2017.25 3 3 0 2
"1749" 2017 2017.25 3 3 173 3
"953" 2017 2017.25 4 4 0 1
"1573" 2017 2017.25 4 4 0 2
"1790" 2017 2017.25 4 4 9 3
"174" 2017.25 2017.5 0 0 0 1
"369" 2017.25 2017.5 1 1 158.69 1
"564" 2017.25 2017.5 2 2 25.01 1
"759" 2017.25 2017.5 3 3 4.17 1
"954" 2017.25 2017.5 4 4 0 1
"175" 2017.5 2017.75 0 0 6.68 1
"1082" 2017.5 2017.75 0 0 0 2
"1831" 2017.5 2017.75 0 0 1280 4
"2036" 2017.5 2017.75 0 0 7478 5
"2241" 2017.5 2017.75 0 0 0 6
"370" 2017.5 2017.75 1 1 319.18 1
"1205" 2017.5 2017.75 1 1 0 2
"1872" 2017.5 2017.75 1 1 5061 4
"2077" 2017.5 2017.75 1 1 1906 5
"2281" 2017.5 2017.75 1 1 0 6
"565" 2017.5 2017.75 2 2 127.46 1
"1328" 2017.5 2017.75 2 2 0 2
"1913" 2017.5 2017.75 2 2 0 4
"2118" 2017.5 2017.75 2 2 0 5
"2321" 2017.5 2017.75 2 2 158 6
"760" 2017.5 2017.75 3 3 39.69 1
"1451" 2017.5 2017.75 3 3 0 2
"1954" 2017.5 2017.75 3 3 0 4
"2159" 2017.5 2017.75 3 3 0 5
"2361" 2017.5 2017.75 3 3 25 6
"955" 2017.5 2017.75 4 4 0 1
"1574" 2017.5 2017.75 4 4 0 2
"1995" 2017.5 2017.75 4 4 0 4
"2200" 2017.5 2017.75 4 4 0 5
"2401" 2017.5 2017.75 4 4 0 6
"176" 2017.75 2018 0 0 10.51 1
"1083" 2017.75 2018 0 0 0 2
"371" 2017.75 2018 1 1 515.42 1
"1206" 2017.75 2018 1 1 0 2
"566" 2017.75 2018 2 2 87.22 1
"1329" 2017.75 2018 2 2 0 2
"761" 2017.75 2018 3 3 6.73 1
"1452" 2017.75 2018 3 3 0 2
"956" 2017.75 2018 4 4 0 1
"1575" 2017.75 2018 4 4 0 2
"177" 2018 2018.25 0 0 0 1
"1084" 2018 2018.25 0 0 0 2
"1627" 2018 2018.25 0 0 0 3
"372" 2018 2018.25 1 1 1.07 1
"1207" 2018 2018.25 1 1 0 2
"1668" 2018 2018.25 1 1 1139 3
"567" 2018 2018.25 2 2 21.21 1
"1330" 2018 2018.25 2 2 0 2
"1709" 2018 2018.25 2 2 850 3
"762" 2018 2018.25 3 3 1.32 1
"1453" 2018 2018.25 3 3 0 2
"1750" 2018 2018.25 3 3 147 3
"957" 2018 2018.25 4 4 0 1
"1576" 2018 2018.25 4 4 0 2
"1791" 2018 2018.25 4 4 8 3
"178" 2018.25 2018.5 0 0 0 1
"373" 2018.25 2018.5 1 1 113.88 1
"568" 2018.25 2018.5 2 2 84.22 1
"763" 2018.25 2018.5 3 3 8.22 1
"958" 2018.25 2018.5 4 4 0 1
"179" 2018.5 2018.75 0 0 23.58 1
"1085" 2018.5 2018.75 0 0 0 2
"1832" 2018.5 2018.75 0 0 5096 4
"2037" 2018.5 2018.75 0 0 20632 5
"2242" 2018.5 2018.75 0 0 0 6
"374" 2018.5 2018.75 1 1 110.71 1
"1208" 2018.5 2018.75 1 1 0 2
"1873" 2018.5 2018.75 1 1 586 4
"2078" 2018.5 2018.75 1 1 674 5
"2282" 2018.5 2018.75 1 1 0 6
"569" 2018.5 2018.75 2 2 139.8 1
"1331" 2018.5 2018.75 2 2 0 2
"1914" 2018.5 2018.75 2 2 0 4
"2119" 2018.5 2018.75 2 2 0 5
"2322" 2018.5 2018.75 2 2 201 6
"764" 2018.5 2018.75 3 3 17.3 1
"1454" 2018.5 2018.75 3 3 0 2
"1955" 2018.5 2018.75 3 3 0 4
"2160" 2018.5 2018.75 3 3 0 5
"2362" 2018.5 2018.75 3 3 7 6
"959" 2018.5 2018.75 4 4 0 1
"1577" 2018.5 2018.75 4 4 0 2
"1996" 2018.5 2018.75 4 4 0 4
"2201" 2018.5 2018.75 4 4 0 5
"2402" 2018.5 2018.75 4 4 0 6
"180" 2018.75 2019 0 0 638.14 1
"1086" 2018.75 2019 0 0 0 2
"375" 2018.75 2019 1 1 260.68 1
"1209" 2018.75 2019 1 1 0 2
"570" 2018.75 2019 2 2 385.08 1
"1332" 2018.75 2019 2 2 0 2
"765" 2018.75 2019 3 3 0 1
"1455" 2018.75 2019 3 3 0 2
"960" 2018.75 2019 4 4 0 1
"1578" 2018.75 2019 4 4 0 2
"181" 2019 2019.25 0 0 0 1
"1087" 2019 2019.25 0 0 0 2
"1628" 2019 2019.25 0 0 0 3
"376" 2019 2019.25 1 1 46.85 1
"1210" 2019 2019.25 1 1 0 2
"1669" 2019 2019.25 1 1 3892 3
"571" 2019 2019.25 2 2 10.12 1
"1333" 2019 2019.25 2 2 0 2
"1710" 2019 2019.25 2 2 303 3
"766" 2019 2019.25 3 3 4.3 1
"1456" 2019 2019.25 3 3 0 2
"1751" 2019 2019.25 3 3 55 3
"961" 2019 2019.25 4 4 0 1
"1579" 2019 2019.25 4 4 0 2
"1792" 2019 2019.25 4 4 1 3
"182" 2019.25 2019.5 0 0 0 1
"377" 2019.25 2019.5 1 1 519.16 1
"572" 2019.25 2019.5 2 2 284.29 1
"767" 2019.25 2019.5 3 3 28.94 1
"962" 2019.25 2019.5 4 4 0 1
"183" 2019.5 2019.75 0 0 97.2 1
"1088" 2019.5 2019.75 0 0 0 2
"1833" 2019.5 2019.75 0 0 4286 4
"2038" 2019.5 2019.75 0 0 17856 5
"2243" 2019.5 2019.75 0 0 0 6
"378" 2019.5 2019.75 1 1 1629 1
"1211" 2019.5 2019.75 1 1 0 2
"1874" 2019.5 2019.75 1 1 1308 4
"2079" 2019.5 2019.75 1 1 3888 5
"2283" 2019.5 2019.75 1 1 0 6
"573" 2019.5 2019.75 2 2 96.97 1
"1334" 2019.5 2019.75 2 2 0 2
"1915" 2019.5 2019.75 2 2 0 4
"2120" 2019.5 2019.75 2 2 0 5
"2323" 2019.5 2019.75 2 2 134 6
"768" 2019.5 2019.75 3 3 3.96 1
"1457" 2019.5 2019.75 3 3 0 2
"1956" 2019.5 2019.75 3 3 0 4
"2161" 2019.5 2019.75 3 3 0 5
"2363" 2019.5 2019.75 3 3 19 6
"963" 2019.5 2019.75 4 4 0 1
"1580" 2019.5 2019.75 4 4 0 2
"1997" 2019.5 2019.75 4 4 0 4
"2202" 2019.5 2019.75 4 4 0 5
"2403" 2019.5 2019.75 4 4 0 6
"184" 2019.75 2020 0 0 1006.75 1
"1089" 2019.75 2020 0 0 0 2
"379" 2019.75 2020 1 1 1766.73 1
"1212" 2019.75 2020 1 1 0 2
"574" 2019.75 2020 2 2 63.84 1
"1335" 2019.75 2020 2 2 0 2
"769" 2019.75 2020 3 3 0 1
"1458" 2019.75 2020 3 3 0 2
"964" 2019.75 2020 4 4 0 1
"1581" 2019.75 2020 4 4 0 2
"185" 2020 2020.25 0 0 0 1
"1090" 2020 2020.25 0 0 0 2
"1629" 2020 2020.25 0 0 0 3
"380" 2020 2020.25 1 1 288.34 1
"1213" 2020 2020.25 1 1 0 2
"1670" 2020 2020.25 1 1 6078 3
"575" 2020 2020.25 2 2 270.41 1
"1336" 2020 2020.25 2 2 0 2
"1711" 2020 2020.25 2 2 1121 3
"770" 2020 2020.25 3 3 2.3 1
"1459" 2020 2020.25 3 3 0 2
"1752" 2020 2020.25 3 3 83 3
"965" 2020 2020.25 4 4 0 1
"1582" 2020 2020.25 4 4 0 2
"1793" 2020 2020.25 4 4 5 3
"186" 2020.25 2020.5 0 0 0 1
"381" 2020.25 2020.5 1 1 352.96 1
"576" 2020.25 2020.5 2 2 265.51 1
"771" 2020.25 2020.5 3 3 19.51 1
"966" 2020.25 2020.5 4 4 0 1
"187" 2020.5 2020.75 0 0 28.84 1
"1091" 2020.5 2020.75 0 0 0 2
"1834" 2020.5 2020.75 0 0 3126 4
"2039" 2020.5 2020.75 0 0 36298 5
"2244" 2020.5 2020.75 0 0 0 6
"382" 2020.5 2020.75 1 1 1774.33 1
"1214" 2020.5 2020.75 1 1 0 2
"1875" 2020.5 2020.75 1 1 5343 4
"2080" 2020.5 2020.75 1 1 3417 5
"2284" 2020.5 2020.75 1 1 0 6
"577" 2020.5 2020.75 2 2 247.38 1
"1337" 2020.5 2020.75 2 2 0 2
"1916" 2020.5 2020.75 2 2 0 4
"2121" 2020.5 2020.75 2 2 0 5
"2324" 2020.5 2020.75 2 2 611 6
"772" 2020.5 2020.75 3 3 9.11 1
"1460" 2020.5 2020.75 3 3 0 2
"1957" 2020.5 2020.75 3 3 0 4
"2162" 2020.5 2020.75 3 3 0 5
"2364" 2020.5 2020.75 3 3 10 6
"967" 2020.5 2020.75 4 4 0 1
"1583" 2020.5 2020.75 4 4 0 2
"1998" 2020.5 2020.75 4 4 0 4
"2203" 2020.5 2020.75 4 4 0 5
"2404" 2020.5 2020.75 4 4 0 6
"188" 2020.75 2021 0 0 126.57 1
"1092" 2020.75 2021 0 0 0 2
"383" 2020.75 2021 1 1 2439.25 1
"1215" 2020.75 2021 1 1 0 2
"578" 2020.75 2021 2 2 183.32 1
"1338" 2020.75 2021 2 2 0 2
"773" 2020.75 2021 3 3 3.34 1
"1461" 2020.75 2021 3 3 0 2
"968" 2020.75 2021 4 4 0 1
"1584" 2020.75 2021 4 4 0 2
"189" 2021 2021.25 0 0 0 1
"1093" 2021 2021.25 0 0 0 2
"1630" 2021 2021.25 0 0 0 3
"384" 2021 2021.25 1 1 30.97 1
"1216" 2021 2021.25 1 1 0 2
"1671" 2021 2021.25 1 1 3823 3
"579" 2021 2021.25 2 2 310.99 1
"1339" 2021 2021.25 2 2 0 2
"1712" 2021 2021.25 2 2 1535 3
"774" 2021 2021.25 3 3 10.75 1
"1462" 2021 2021.25 3 3 0 2
"1753" 2021 2021.25 3 3 165 3
"969" 2021 2021.25 4 4 0 1
"1585" 2021 2021.25 4 4 0 2
"1794" 2021 2021.25 4 4 6 3
"190" 2021.25 2021.5 0 0 0 1
"385" 2021.25 2021.5 1 1 330.4 1
"580" 2021.25 2021.5 2 2 310.94 1
"775" 2021.25 2021.5 3 3 19.14 1
"970" 2021.25 2021.5 4 4 0 1
"191" 2021.5 2021.75 0 0 3.08 1
"1094" 2021.5 2021.75 0 0 0 2
"1835" 2021.5 2021.75 0 0 428 4
"2040" 2021.5 2021.75 0 0 13785 5
"2245" 2021.5 2021.75 0 0 0 6
"386" 2021.5 2021.75 1 1 526.07 1
"1217" 2021.5 2021.75 1 1 0 2
"1876" 2021.5 2021.75 1 1 2868 4
"2081" 2021.5 2021.75 1 1 2870 5
"2285" 2021.5 2021.75 1 1 0 6
"581" 2021.5 2021.75 2 2 259.51 1
"1340" 2021.5 2021.75 2 2 0 2
"1917" 2021.5 2021.75 2 2 0 4
"2122" 2021.5 2021.75 2 2 0 5
"2325" 2021.5 2021.75 2 2 296 6
"776" 2021.5 2021.75 3 3 7.85 1
"1463" 2021.5 2021.75 3 3 0 2
"1958" 2021.5 2021.75 3 3 0 4
"2163" 2021.5 2021.75 3 3 0 5
"2365" 2021.5 2021.75 3 3 48 6
"971" 2021.5 2021.75 4 4 0 1
"1586" 2021.5 2021.75 4 4 0 2
"1999" 2021.5 2021.75 4 4 0 4
"2204" 2021.5 2021.75 4 4 0 5
"2405" 2021.5 2021.75 4 4 0 6
"192" 2021.75 2022 0 0 104.51 1
"1095" 2021.75 2022 0 0 0 2
"387" 2021.75 2022 1 1 698.8 1
"1218" 2021.75 2022 1 1 0 2
"582" 2021.75 2022 2 2 358.53 1
"1341" 2021.75 2022 2 2 0 2
"777" 2021.75 2022 3 3 7.51 1
"1464" 2021.75 2022 3 3 0 2
"972" 2021.75 2022 4 4 0 1
"1587" 2021.75 2022 4 4 0 2
"193" 2022 2022.25 0 0 0 1
"1096" 2022 2022.25 0 0 0 2
"1631" 2022 2022.25 0 0 0 3
"388" 2022 2022.25 1 1 0.75 1
"1219" 2022 2022.25 1 1 0 2
"1672" 2022 2022.25 1 1 1588 3
"583" 2022 2022.25 2 2 32.6 1
"1342" 2022 2022.25 2 2 0 2
"1713" 2022 2022.25 2 2 817 3
"778" 2022 2022.25 3 3 2.2 1
"1465" 2022 2022.25 3 3 0 2
"1754" 2022 2022.25 3 3 156 3
"973" 2022 2022.25 4 4 0 1
"1588" 2022 2022.25 4 4 0 2
"1795" 2022 2022.25 4 4 27 3
"194" 2022.25 2022.5 0 0 0 1
"389" 2022.25 2022.5 1 1 129.45 1
"584" 2022.25 2022.5 2 2 27.42 1
"779" 2022.25 2022.5 3 3 8.19 1
"974" 2022.25 2022.5 4 4 0 1
"195" 2022.5 2022.75 0 0 0.2 1
"1097" 2022.5 2022.75 0 0 0 2
"1836" 2022.5 2022.75 0 0 6770 4
"2041" 2022.5 2022.75 0 0 12218 5
"390" 2022.5 2022.75 1 1 310.28 1
"1220" 2022.5 2022.75 1 1 0 2
"1877" 2022.5 2022.75 1 1 952 4
"2082" 2022.5 2022.75 1 1 2580 5
"585" 2022.5 2022.75 2 2 39.45 1
"1343" 2022.5 2022.75 2 2 0 2
"1918" 2022.5 2022.75 2 2 0 4
"2123" 2022.5 2022.75 2 2 0 5
"780" 2022.5 2022.75 3 3 28.84 1
"1466" 2022.5 2022.75 3 3 0 2
"1959" 2022.5 2022.75 3 3 0 4
"2164" 2022.5 2022.75 3 3 0 5
"975" 2022.5 2022.75 4 4 0 1
"1589" 2022.5 2022.75 4 4 0 2
"2000" 2022.5 2022.75 4 4 0 4
"2205" 2022.5 2022.75 4 4 0 5
"1098" 2022.75 2023 0 0 0 2
"1221" 2022.75 2023 1 1 0 2
"1344" 2022.75 2023 2 2 0 2
"1467" 2022.75 2023 3 3 0 2
"1590" 2022.75 2023 4 4 0 2
