ReleaseY	RecaptureY	Yearclass	Nscan	R	r	Type
2001	2003	1994	3869000	2269	3	1
2001	2003	1995	4672000	1947	8	1
2001	2003	1996	7925000	4178	9	1
2001	2003	1997	9167000	4105	10	1
2001	2003	1998	11472000	2475	7	1
2001	2003	1999	19246000	607	6	1
2001	2004	1990	340000	429	1	1
2001	2004	1991	403000	634	0	1
2001	2004	1992	926000	1352	1	1
2001	2004	1993	1499000	2083	3	1
2001	2004	1994	1953000	2269	1	1
2001	2004	1995	2057000	1947	2	1
2001	2004	1996	3721000	4178	5	1
2001	2004	1997	4023000	4105	10	1
2001	2004	1998	6889000	2475	3	1
2001	2004	1999	12953000	607	1	1
2001	2005	1991	49000	634	0	1
2001	2005	1992	152000	1352	0	1
2001	2005	1993	316000	2083	0	1
2001	2005	1994	507000	2269	0	1
2001	2005	1995	806000	1947	1	1
2001	2005	1996	1156000	4178	1	1
2001	2005	1997	1099000	4105	4	1
2001	2005	1998	2311000	2475	2	1
2001	2005	1999	5298000	607	2	1
2001	2006	1992	317000	1352	0	1
2001	2006	1993	790000	2083	0	1
2001	2006	1994	463000	2269	0	1
2001	2006	1995	451000	1947	1	1
2001	2006	1996	868000	4178	0	1
2001	2006	1997	1037000	4105	0	1
2001	2006	1998	1504000	2475	1	1
2001	2006	1999	3305000	607	0	1
2001	2007	1993	48000	2083	1	1
2001	2007	1994	48000	2269	0	1
2001	2007	1995	90000	1947	1	1
2001	2007	1996	326000	4178	0	1
2001	2007	1997	482000	4105	1	1
2001	2007	1998	646000	2475	1	1
2001	2007	1999	1458000	607	1	1
2001	2008	1994	266000	2269	0	1
2001	2008	1995	532000	1947	0	1
2001	2008	1997	443000	4105	0	1
2001	2008	1998	3007000	2475	0	1
2001	2008	1999	842000	607	0	1
2001	2009	1996	31000	4178	0	1
2001	2009	1997	55000	4105	0	1
2001	2009	1998	79000	2475	0	1
2001	2009	1999	281000	607	0	1
2001	2010	1996	63000	4178	0	1
2001	2010	1997	226000	4105	0	1
2001	2010	1998	603000	2475	0	1
2001	2010	1999	872000	607	0	1
2002	2003	1989	807000	26	1	1
2002	2003	1990	875000	134	0	1
2002	2003	1991	1084000	276	3	1
2002	2003	1992	1568000	210	1	1
2002	2003	1993	3274000	755	5	1
2002	2003	1994	3869000	619	4	1
2002	2003	1995	4672000	589	7	1
2002	2003	1996	7925000	2651	6	1
2002	2003	1997	9167000	1854	4	1
2002	2003	1998	11472000	3887	7	1
2002	2003	1999	19246000	5519	14	1
2002	2003	2000	3759000	752	3	1
2002	2004	1990	340000	134	0	1
2002	2004	1991	403000	276	0	1
2002	2004	1992	926000	210	0	1
2002	2004	1993	1499000	755	2	1
2002	2004	1994	1953000	619	0	1
2002	2004	1995	2057000	589	3	1
2002	2004	1996	3721000	2651	1	1
2002	2004	1997	4023000	1854	3	1
2002	2004	1998	6889000	3887	10	1
2002	2004	1999	12953000	5519	13	1
2002	2004	2000	4517000	752	2	1
2002	2005	1991	49000	276	0	1
2002	2005	1992	152000	210	0	1
2002	2005	1993	316000	755	0	1
2002	2005	1994	507000	619	0	1
2002	2005	1995	806000	589	1	1
2002	2005	1996	1156000	2651	0	1
2002	2005	1997	1099000	1854	0	1
2002	2005	1998	2311000	3887	2	1
2002	2005	1999	5298000	5519	4	1
2002	2005	2000	3529000	752	4	1
2002	2006	1992	317000	210	0	1
2002	2006	1993	790000	755	0	1
2002	2006	1994	463000	619	0	1
2002	2006	1995	451000	589	0	1
2002	2006	1996	868000	2651	0	1
2002	2006	1997	1037000	1854	1	1
2002	2006	1998	1504000	3887	1	1
2002	2006	1999	3305000	5519	2	1
2002	2006	2000	4694000	752	0	1
2002	2007	1993	48000	755	0	1
2002	2007	1994	48000	619	0	1
2002	2007	1995	90000	589	0	1
2002	2007	1996	326000	2651	0	1
2002	2007	1997	482000	1854	0	1
2002	2007	1998	646000	3887	2	1
2002	2007	1999	1458000	5519	0	1
2002	2007	2000	2181000	752	1	1
2002	2008	1994	266000	619	0	1
2002	2008	1995	532000	589	0	1
2002	2008	1997	443000	1854	0	1
2002	2008	1998	3007000	3887	0	1
2002	2008	1999	842000	5519	0	1
2002	2008	2000	3019000	752	0	1
2002	2009	1996	31000	2651	0	1
2002	2009	1997	55000	1854	0	1
2002	2009	1998	79000	3887	0	1
2002	2009	1999	281000	5519	0	1
2002	2009	2000	442000	752	0	1
2002	2010	1996	63000	2651	0	1
2002	2010	1997	226000	1854	0	1
2002	2010	1998	603000	3887	0	1
2002	2010	1999	872000	5519	0	1
2002	2010	2000	1209000	752	0	1
2003	2004	1990	340000	64	0	1
2003	2004	1991	403000	192	0	1
2003	2004	1992	926000	27	0	1
2003	2004	1993	1499000	342	1	1
2003	2004	1994	1953000	298	1	1
2003	2004	1995	2057000	231	0	1
2003	2004	1996	3721000	841	2	1
2003	2004	1997	4023000	719	1	1
2003	2004	1998	6889000	1509	4	1
2003	2004	1999	12953000	3071	11	1
2003	2004	2000	4517000	552	6	1
2003	2004	2001	26328000	3960	6	1
2003	2005	1991	49000	192	0	1
2003	2005	1992	152000	27	0	1
2003	2005	1993	316000	342	0	1
2003	2005	1994	507000	298	0	1
2003	2005	1995	806000	231	0	1
2003	2005	1996	1156000	841	0	1
2003	2005	1997	1099000	719	0	1
2003	2005	1998	2311000	1509	1	1
2003	2005	1999	5298000	3071	4	1
2003	2005	2000	3529000	552	0	1
2003	2005	2001	14895000	3960	3	1
2003	2006	1992	317000	27	0	1
2003	2006	1993	790000	342	0	1
2003	2006	1994	463000	298	0	1
2003	2006	1995	451000	231	0	1
2003	2006	1996	868000	841	0	1
2003	2006	1997	1037000	719	0	1
2003	2006	1998	1504000	1509	0	1
2003	2006	1999	3305000	3071	1	1
2003	2006	2000	4694000	552	1	1
2003	2006	2001	11819000	3960	2	1
2003	2007	1993	48000	342	0	1
2003	2007	1994	48000	298	0	1
2003	2007	1995	90000	231	0	1
2003	2007	1996	326000	841	0	1
2003	2007	1997	482000	719	0	1
2003	2007	1998	646000	1509	0	1
2003	2007	1999	1458000	3071	3	1
2003	2007	2000	2181000	552	2	1
2003	2007	2001	5736000	3960	0	1
2003	2008	1994	266000	298	0	1
2003	2008	1995	532000	231	0	1
2003	2008	1997	443000	719	0	1
2003	2008	1998	3007000	1509	0	1
2003	2008	1999	842000	3071	0	1
2003	2008	2000	3019000	552	1	1
2003	2008	2001	5719000	3960	1	1
2003	2009	1996	31000	841	0	1
2003	2009	1997	55000	719	0	1
2003	2009	1998	79000	1509	0	1
2003	2009	1999	281000	3071	0	1
2003	2009	2000	442000	552	0	1
2003	2009	2001	1078000	3960	1	1
2003	2010	1996	63000	841	0	1
2003	2010	1997	226000	719	0	1
2003	2010	1998	603000	1509	0	1
2003	2010	1999	872000	3071	0	1
2003	2010	2000	1209000	552	1	1
2003	2010	2001	2016000	3960	1	1
2004	2005	1992	152000	66	1	1
2004	2005	1993	316000	152	1	1
2004	2005	1994	507000	372	0	1
2004	2005	1995	806000	297	0	1
2004	2005	1996	1156000	993	3	1
2004	2005	1997	1099000	719	2	1
2004	2005	1998	2311000	1409	4	1
2004	2005	1999	5298000	2298	2	1
2004	2005	2000	3529000	593	3	1
2004	2005	2001	14895000	4931	3	1
2004	2005	2002	28230000	1819	4	1
2004	2006	1992	317000	66	0	1
2004	2006	1993	790000	152	1	1
2004	2006	1994	463000	372	0	1
2004	2006	1995	451000	297	1	1
2004	2006	1996	868000	993	0	1
2004	2006	1997	1037000	719	0	1
2004	2006	1998	1504000	1409	3	1
2004	2006	1999	3305000	2298	3	1
2004	2006	2000	4694000	593	0	1
2004	2006	2001	11819000	4931	3	1
2004	2006	2002	17051000	1819	2	1
2004	2007	1993	48000	152	0	1
2004	2007	1994	48000	372	0	1
2004	2007	1995	90000	297	0	1
2004	2007	1996	326000	993	1	1
2004	2007	1997	482000	719	0	1
2004	2007	1998	646000	1409	0	1
2004	2007	1999	1458000	2298	3	1
2004	2007	2000	2181000	593	3	1
2004	2007	2001	5736000	4931	1	1
2004	2007	2002	13643000	1819	2	1
2004	2008	1994	266000	372	0	1
2004	2008	1995	532000	297	0	1
2004	2008	1997	443000	719	1	1
2004	2008	1998	3007000	1409	0	1
2004	2008	1999	842000	2298	0	1
2004	2008	2000	3019000	593	2	1
2004	2008	2001	5719000	4931	2	1
2004	2008	2002	6071000	1819	3	1
2004	2009	1996	31000	993	0	1
2004	2009	1997	55000	719	0	1
2004	2009	1998	79000	1409	0	1
2004	2009	1999	281000	2298	0	1
2004	2009	2000	442000	593	0	1
2004	2009	2001	1078000	4931	0	1
2004	2009	2002	2719000	1819	0	1
2004	2010	1996	63000	993	0	1
2004	2010	1997	226000	719	0	1
2004	2010	1998	603000	1409	0	1
2004	2010	1999	872000	2298	0	1
2004	2010	2000	1209000	593	0	1
2004	2010	2001	2016000	4931	1	1
2004	2010	2002	5661000	1819	0	1
2006	2007	1993	48000	105	0	1
2006	2007	1994	48000	399	0	1
2006	2007	1995	90000	229	0	1
2006	2007	1996	326000	587	1	1
2006	2007	1997	482000	837	2	1
2006	2007	1998	646000	1293	3	1
2006	2007	1999	1458000	2035	2	1
2006	2007	2000	2181000	1495	6	1
2006	2007	2001	5736000	6799	9	1
2006	2007	2002	13643000	6071	4	1
2006	2007	2003	5552000	2960	1	1
2006	2007	2004	9603000	4502	1	1
2006	2008	1994	266000	399	0	1
2006	2008	1995	532000	229	0	1
2006	2008	1997	443000	837	0	1
2006	2008	1998	3007000	1293	2	1
2006	2008	1999	842000	2035	2	1
2006	2008	2000	3019000	1495	0	1
2006	2008	2001	5719000	6799	1	1
2006	2008	2002	6071000	6071	5	1
2006	2008	2003	4909000	2960	0	1
2006	2008	2004	7592000	4502	1	1
2006	2009	1996	31000	587	0	1
2006	2009	1997	55000	837	0	1
2006	2009	1998	79000	1293	0	1
2006	2009	1999	281000	2035	0	1
2006	2009	2000	442000	1495	0	1
2006	2009	2001	1078000	6799	1	1
2006	2009	2002	2719000	6071	2	1
2006	2009	2003	1843000	2960	1	1
2006	2009	2004	6317000	4502	0	1
2006	2010	1996	63000	587	0	1
2006	2010	1997	226000	837	0	1
2006	2010	1998	603000	1293	0	1
2006	2010	1999	872000	2035	0	1
2006	2010	2000	1209000	1495	0	1
2006	2010	2001	2016000	6799	0	1
2006	2010	2002	5661000	6071	1	1
2006	2010	2003	7326000	2960	1	1
2006	2010	2004	15180000	4502	0	1
2007	2008	1994	266000	19	0	1
2007	2008	1995	532000	213	0	1
2007	2008	1997	443000	38	0	1
2007	2008	1998	3007000	238	0	1
2007	2008	1999	842000	931	1	1
2007	2008	2000	3019000	844	1	1
2007	2008	2001	5719000	5166	0	1
2007	2008	2002	6071000	3015	0	1
2007	2008	2003	4909000	2276	0	1
2007	2008	2004	7592000	5155	1	1
2007	2008	2005	9476000	9550	1	1
2007	2009	1996	31000	233	0	1
2007	2009	1997	55000	38	0	1
2007	2009	1998	79000	238	0	1
2007	2009	1999	281000	931	0	1
2007	2009	2000	442000	844	0	1
2007	2009	2001	1078000	5166	1	1
2007	2009	2002	2719000	3015	1	1
2007	2009	2003	1843000	2276	2	1
2007	2009	2004	6317000	5155	1	1
2007	2009	2005	13245000	9550	0	1
2007	2010	1996	63000	233	0	1
2007	2010	1997	226000	38	0	1
2007	2010	1998	603000	238	0	1
2007	2010	1999	872000	931	0	1
2007	2010	2000	1209000	844	0	1
2007	2010	2001	2016000	5166	1	1
2007	2010	2002	5661000	3015	0	1
2007	2010	2003	7326000	2276	0	1
2007	2010	2004	15180000	5155	1	1
2007	2010	2005	20948000	9550	2	1
2008	2009	1996	31000	155	0	1
2008	2009	1997	55000	80	0	1
2008	2009	1998	79000	210	0	1
2008	2009	1999	281000	429	0	1
2008	2009	2000	442000	589	1	1
2008	2009	2001	1078000	2470	0	1
2008	2009	2002	2719000	3352	0	1
2008	2009	2003	1843000	1368	1	1
2008	2009	2004	6317000	2325	1	1
2008	2009	2005	13245000	2319	0	1
2008	2009	2006	9194000	2931	0	1
2008	2010	1996	63000	155	0	1
2008	2010	1997	226000	80	0	1
2008	2010	1998	603000	210	0	1
2008	2010	1999	872000	429	0	1
2008	2010	2000	1209000	589	0	1
2008	2010	2001	2016000	2470	2	1
2008	2010	2002	5661000	3352	0	1
2008	2010	2003	7326000	1368	0	1
2008	2010	2004	15180000	2325	0	1
2008	2010	2005	20948000	2319	0	1
2008	2010	2006	12486000	2931	0	1
2009	2010	1996	63000	40	0	1
2009	2010	1997	226000	144	0	1
2009	2010	1998	603000	103	0	1
2009	2010	1999	872000	248	0	1
2009	2010	2000	1209000	327	0	1
2009	2010	2001	2016000	808	0	1
2009	2010	2002	5661000	1261	0	1
2009	2010	2003	7326000	1029	0	1
2009	2010	2004	15180000	1775	1	1
2009	2010	2005	20948000	2257	1	1
2009	2010	2006	12486000	3194	0	1
2009	2010	2007	4429000	3061	0	1
2011	2012	1998	626000	85	0	2
2011	2012	1999	831000	53	0	2
2011	2012	2000	1037000	202	0	2
2011	2012	2001	1010000	326	1	2
2011	2012	2002	5379000	768	2	2
2011	2012	2003	10335000	825	2	2
2011	2012	2004	17393000	1297	3	2
2011	2012	2005	38212000	1702	3	2
2011	2012	2006	60751000	3170	6	2
2011	2012	2007	47101000	1986	3	2
2011	2012	2008	35550000	5408	5	2
2011	2012	2009	13615000	2589	3	2
2011	2013	2000	227000	202	0	2
2011	2013	2001	1457000	326	1	2
2011	2013	2002	1684000	768	1	2
2011	2013	2003	4733000	825	1	2
2011	2013	2004	8919000	1297	3	2
2011	2013	2005	28398000	1702	3	2
2011	2013	2006	67186000	3170	6	2
2011	2013	2007	66052000	1986	3	2
2011	2013	2008	61366000	5408	5	2
2011	2013	2009	20986000	2589	5	2
2012	2013	2000	227000	708	1	2
2012	2013	2001	1457000	1538	2	2
2012	2013	2002	1684000	1504	2	2
2012	2013	2003	4733000	2565	3	2
2012	2013	2004	8919000	3327	6	2
2012	2013	2005	28398000	4908	9	2
2012	2013	2006	67186000	5249	10	2
2012	2013	2007	66052000	4423	9	2
2012	2013	2008	61366000	4337	9	2
2012	2013	2009	20986000	1466	2	2
2012	2013	2010	66150000	1099	3	2
