ReleaseY	RecaptureY	Yearclass	Nscan	R	r	Type
1976	1986	1974	194000	723	0	1
1976	1987	1974	205000	723	0	1
1977	1986	1974	194000	2413	0	1
1977	1986	1975	208000	276	0	1
1977	1987	1974	205000	2413	0	1
1977	1987	1975	197000	276	0	1
1977	1988	1975	70000	276	0	1
1978	1986	1974	194000	4658	0	1
1978	1986	1975	208000	2630	0	1
1978	1986	1976	126000	338	0	1
1978	1987	1974	205000	4658	0	1
1978	1987	1975	197000	2630	0	1
1978	1987	1976	240000	338	0	1
1978	1988	1975	70000	2630	0	1
1978	1988	1976	156000	338	0	1
1978	1989	1976	121000	338	0	1
1979	1986	1974	194000	5127	0	1
1979	1986	1975	208000	4278	0	1
1979	1986	1976	126000	910	0	1
1979	1986	1977	51000	6	0	1
1979	1987	1974	205000	5127	0	1
1979	1987	1975	197000	4278	0	1
1979	1987	1976	240000	910	0	1
1979	1987	1977	278000	6	0	1
1979	1988	1975	70000	4278	0	1
1979	1988	1976	156000	910	0	1
1979	1988	1977	136000	6	0	1
1979	1989	1976	121000	910	0	1
1979	1989	1977	81000	6	0	1
1979	1990	1977	11000	6	0	1
1980	1986	1974	194000	1837	0	1
1980	1986	1975	208000	1809	0	1
1980	1986	1976	126000	1712	0	1
1980	1986	1977	51000	300	0	1
1980	1986	1978	221000	215	0	1
1980	1987	1974	205000	1837	0	1
1980	1987	1975	197000	1809	0	1
1980	1987	1976	240000	1712	0	1
1980	1987	1977	278000	300	0	1
1980	1987	1978	319000	215	0	1
1980	1988	1975	70000	1809	0	1
1980	1988	1976	156000	1712	0	1
1980	1988	1977	136000	300	0	1
1980	1988	1978	286000	215	0	1
1980	1989	1976	121000	1712	1	1
1980	1989	1977	81000	300	0	1
1980	1989	1978	94000	215	0	1
1980	1990	1977	11000	300	0	1
1980	1990	1978	163000	215	0	1
1980	1991	1978	172000	215	0	1
1981	1986	1974	194000	1234	0	1
1981	1986	1975	208000	1241	0	1
1981	1986	1976	126000	1227	0	1
1981	1986	1977	51000	197	0	1
1981	1986	1978	221000	1508	0	1
1981	1986	1979	611000	493	0	1
1981	1987	1974	205000	1234	0	1
1981	1987	1975	197000	1241	0	1
1981	1987	1976	240000	1227	0	1
1981	1987	1977	278000	197	0	1
1981	1987	1978	319000	1508	0	1
1981	1987	1979	802000	493	1	1
1981	1988	1975	70000	1241	0	1
1981	1988	1976	156000	1227	0	1
1981	1988	1977	136000	197	0	1
1981	1988	1978	286000	1508	0	1
1981	1988	1979	485000	493	0	1
1981	1989	1976	121000	1227	0	1
1981	1989	1977	81000	197	0	1
1981	1989	1978	94000	1508	0	1
1981	1989	1979	241000	493	0	1
1981	1990	1977	11000	197	0	1
1981	1990	1978	163000	1508	0	1
1981	1990	1979	85000	493	0	1
1981	1991	1978	172000	1508	0	1
1981	1991	1979	266000	493	0	1
1981	1992	1979	220000	493	0	1
1982	1986	1974	194000	870	0	1
1982	1986	1975	208000	1168	0	1
1982	1986	1976	126000	1175	0	1
1982	1986	1977	51000	162	1	1
1982	1986	1978	221000	1518	0	1
1982	1986	1979	611000	2275	0	1
1982	1986	1980	1112000	842	1	1
1982	1987	1974	205000	870	0	1
1982	1987	1975	197000	1168	0	1
1982	1987	1976	240000	1175	0	1
1982	1987	1977	278000	162	0	1
1982	1987	1978	319000	1518	0	1
1982	1987	1979	802000	2275	0	1
1982	1987	1980	1734000	842	0	1
1982	1988	1975	70000	1168	0	1
1982	1988	1976	156000	1175	0	1
1982	1988	1977	136000	162	0	1
1982	1988	1978	286000	1518	0	1
1982	1988	1979	485000	2275	1	1
1982	1988	1980	1173000	842	0	1
1982	1989	1976	121000	1175	0	1
1982	1989	1977	81000	162	0	1
1982	1989	1978	94000	1518	0	1
1982	1989	1979	241000	2275	1	1
1982	1989	1980	704000	842	1	1
1982	1990	1977	11000	162	0	1
1982	1990	1978	163000	1518	0	1
1982	1990	1979	85000	2275	0	1
1982	1990	1980	585000	842	0	1
1982	1991	1978	172000	1518	0	1
1982	1991	1979	266000	2275	0	1
1982	1991	1980	556000	842	0	1
1982	1992	1979	220000	2275	0	1
1982	1992	1980	468000	842	0	1
1982	1993	1980	359000	842	0	1
1983	1986	1974	194000	850	0	1
1983	1986	1975	208000	978	0	1
1983	1986	1976	126000	1093	0	1
1983	1986	1977	51000	268	0	1
1983	1986	1978	221000	1041	0	1
1983	1986	1979	611000	1964	0	1
1983	1986	1980	1112000	3136	0	1
1983	1986	1981	2628000	1657	1	1
1983	1987	1974	205000	850	0	1
1983	1987	1975	197000	978	0	1
1983	1987	1976	240000	1093	0	1
1983	1987	1977	278000	268	0	1
1983	1987	1978	319000	1041	0	1
1983	1987	1979	802000	1964	0	1
1983	1987	1980	1734000	3136	0	1
1983	1987	1981	3071000	1657	1	1
1983	1988	1975	70000	978	0	1
1983	1988	1976	156000	1093	0	1
1983	1988	1977	136000	268	0	1
1983	1988	1978	286000	1041	0	1
1983	1988	1979	485000	1964	0	1
1983	1988	1980	1173000	3136	1	1
1983	1988	1981	2140000	1657	0	1
1983	1989	1976	121000	1093	0	1
1983	1989	1977	81000	268	0	1
1983	1989	1978	94000	1041	1	1
1983	1989	1979	241000	1964	0	1
1983	1989	1980	704000	3136	1	1
1983	1989	1981	1088000	1657	1	1
1983	1990	1977	11000	268	0	1
1983	1990	1978	163000	1041	0	1
1983	1990	1979	85000	1964	0	1
1983	1990	1980	585000	3136	0	1
1983	1990	1981	1279000	1657	0	1
1983	1991	1978	172000	1041	0	1
1983	1991	1979	266000	1964	0	1
1983	1991	1980	556000	3136	0	1
1983	1991	1981	937000	1657	1	1
1983	1992	1979	220000	1964	0	1
1983	1992	1980	468000	3136	0	1
1983	1992	1981	623000	1657	0	1
1983	1993	1980	359000	3136	0	1
1983	1993	1981	474000	1657	0	1
1983	1994	1981	78000	1657	0	1
1984	1986	1974	194000	708	0	1
1984	1986	1975	208000	599	0	1
1984	1986	1976	126000	1034	0	1
1984	1986	1977	51000	149	0	1
1984	1986	1978	221000	936	1	1
1984	1986	1979	611000	2181	1	1
1984	1986	1980	1112000	2790	0	1
1984	1986	1981	2628000	3291	0	1
1984	1986	1982	211000	105	0	1
1984	1987	1974	205000	708	0	1
1984	1987	1975	197000	599	0	1
1984	1987	1976	240000	1034	0	1
1984	1987	1977	278000	149	0	1
1984	1987	1978	319000	936	0	1
1984	1987	1979	802000	2181	0	1
1984	1987	1980	1734000	2790	0	1
1984	1987	1981	3071000	3291	1	1
1984	1987	1982	632000	105	0	1
1984	1988	1975	70000	599	0	1
1984	1988	1976	156000	1034	0	1
1984	1988	1977	136000	149	0	1
1984	1988	1978	286000	936	0	1
1984	1988	1979	485000	2181	0	1
1984	1988	1980	1173000	2790	0	1
1984	1988	1981	2140000	3291	1	1
1984	1988	1982	558000	105	0	1
1984	1989	1976	121000	1034	1	1
1984	1989	1977	81000	149	0	1
1984	1989	1978	94000	936	0	1
1984	1989	1979	241000	2181	0	1
1984	1989	1980	704000	2790	0	1
1984	1989	1981	1088000	3291	1	1
1984	1989	1982	499000	105	0	1
1984	1990	1977	11000	149	0	1
1984	1990	1978	163000	936	1	1
1984	1990	1979	85000	2181	0	1
1984	1990	1980	585000	2790	0	1
1984	1990	1981	1279000	3291	0	1
1984	1990	1982	632000	105	0	1
1984	1991	1978	172000	936	0	1
1984	1991	1979	266000	2181	0	1
1984	1991	1980	556000	2790	0	1
1984	1991	1981	937000	3291	0	1
1984	1991	1982	580000	105	0	1
1984	1992	1979	220000	2181	0	1
1984	1992	1980	468000	2790	1	1
1984	1992	1981	623000	3291	0	1
1984	1992	1982	383000	105	0	1
1984	1993	1980	359000	2790	0	1
1984	1993	1981	474000	3291	0	1
1984	1993	1982	490000	105	0	1
1984	1994	1981	78000	3291	0	1
1984	1994	1982	934000	105	0	1
1984	1995	1982	46000	105	0	1
1985	1986	1974	194000	408	0	1
1985	1986	1975	208000	464	0	1
1985	1986	1976	126000	875	1	1
1985	1986	1977	51000	419	0	1
1985	1986	1978	221000	1438	0	1
1985	1986	1979	611000	4004	0	1
1985	1986	1980	1112000	5070	0	1
1985	1986	1981	2628000	8963	0	1
1985	1986	1982	211000	2117	4	1
1985	1986	1983	145000	418	2	1
1985	1987	1974	205000	408	0	1
1985	1987	1975	197000	464	0	1
1985	1987	1976	240000	875	0	1
1985	1987	1977	278000	419	0	1
1985	1987	1978	319000	1438	0	1
1985	1987	1979	802000	4004	0	1
1985	1987	1980	1734000	5070	1	1
1985	1987	1981	3071000	8963	1	1
1985	1987	1982	632000	2117	1	1
1985	1987	1983	489000	418	0	1
1985	1988	1975	70000	464	0	1
1985	1988	1976	156000	875	0	1
1985	1988	1977	136000	419	0	1
1985	1988	1978	286000	1438	0	1
1985	1988	1979	485000	4004	0	1
1985	1988	1980	1173000	5070	0	1
1985	1988	1981	2140000	8963	4	1
1985	1988	1982	558000	2117	0	1
1985	1988	1983	512000	418	0	1
1985	1989	1976	121000	875	0	1
1985	1989	1977	81000	419	0	1
1985	1989	1978	94000	1438	0	1
1985	1989	1979	241000	4004	1	1
1985	1989	1980	704000	5070	1	1
1985	1989	1981	1088000	8963	1	1
1985	1989	1982	499000	2117	0	1
1985	1989	1983	297000	418	0	1
1985	1990	1977	11000	419	0	1
1985	1990	1978	163000	1438	0	1
1985	1990	1979	85000	4004	0	1
1985	1990	1980	585000	5070	0	1
1985	1990	1981	1279000	8963	2	1
1985	1990	1982	632000	2117	1	1
1985	1990	1983	347000	418	0	1
1985	1991	1978	172000	1438	0	1
1985	1991	1979	266000	4004	0	1
1985	1991	1980	556000	5070	0	1
1985	1991	1981	937000	8963	0	1
1985	1991	1982	580000	2117	0	1
1985	1991	1983	532000	418	0	1
1985	1992	1979	220000	4004	0	1
1985	1992	1980	468000	5070	0	1
1985	1992	1981	623000	8963	0	1
1985	1992	1982	383000	2117	1	1
1985	1992	1983	622000	418	0	1
1985	1993	1980	359000	5070	0	1
1985	1993	1981	474000	8963	0	1
1985	1993	1982	490000	2117	1	1
1985	1993	1983	662000	418	0	1
1985	1994	1981	78000	8963	0	1
1985	1994	1982	934000	2117	0	1
1985	1994	1983	314000	418	0	1
1985	1995	1982	46000	2117	0	1
1985	1995	1983	130000	418	0	1
1985	1996	1983	19000	418	0	1
1986	1987	1974	205000	683	0	1
1986	1987	1975	197000	327	0	1
1986	1987	1976	240000	566	0	1
1986	1987	1977	278000	491	0	1
1986	1987	1978	319000	853	0	1
1986	1987	1979	802000	1836	1	1
1986	1987	1980	1734000	3090	1	1
1986	1987	1981	3071000	7251	1	1
1986	1987	1982	632000	718	0	1
1986	1987	1983	489000	419	0	1
1986	1987	1984	5308000	749	2	1
1986	1988	1975	70000	327	0	1
1986	1988	1976	156000	566	0	1
1986	1988	1977	136000	491	0	1
1986	1988	1978	286000	853	0	1
1986	1988	1979	485000	1836	1	1
1986	1988	1980	1173000	3090	0	1
1986	1988	1981	2140000	7251	1	1
1986	1988	1982	558000	718	3	1
1986	1988	1983	512000	419	0	1
1986	1988	1984	5567000	749	0	1
1986	1989	1976	121000	566	0	1
1986	1989	1977	81000	491	0	1
1986	1989	1978	94000	853	0	1
1986	1989	1979	241000	1836	0	1
1986	1989	1980	704000	3090	0	1
1986	1989	1981	1088000	7251	0	1
1986	1989	1982	499000	718	1	1
1986	1989	1983	297000	419	0	1
1986	1989	1984	4033000	749	0	1
1986	1990	1977	11000	491	0	1
1986	1990	1978	163000	853	1	1
1986	1990	1979	85000	1836	0	1
1986	1990	1980	585000	3090	1	1
1986	1990	1981	1279000	7251	3	1
1986	1990	1982	632000	718	0	1
1986	1990	1983	347000	419	0	1
1986	1990	1984	4837000	749	0	1
1986	1991	1978	172000	853	0	1
1986	1991	1979	266000	1836	0	1
1986	1991	1980	556000	3090	0	1
1986	1991	1981	937000	7251	0	1
1986	1991	1982	580000	718	2	1
1986	1991	1983	532000	419	0	1
1986	1991	1984	2478000	749	0	1
1986	1992	1979	220000	1836	0	1
1986	1992	1980	468000	3090	0	1
1986	1992	1981	623000	7251	1	1
1986	1992	1982	383000	718	0	1
1986	1992	1983	622000	419	0	1
1986	1992	1984	1722000	749	1	1
1986	1993	1980	359000	3090	0	1
1986	1993	1981	474000	7251	0	1
1986	1993	1982	490000	718	0	1
1986	1993	1983	662000	419	0	1
1986	1993	1984	3010000	749	0	1
1986	1994	1981	78000	7251	0	1
1986	1994	1982	934000	718	0	1
1986	1994	1983	314000	419	1	1
1986	1994	1984	1356000	749	0	1
1986	1995	1982	46000	718	0	1
1986	1995	1983	130000	419	0	1
1986	1995	1984	518000	749	0	1
1986	1996	1983	19000	419	0	1
1986	1996	1984	634000	749	0	1
1986	1997	1984	196000	749	0	1
1988	1989	1976	121000	221	0	1
1988	1989	1977	81000	240	0	1
1988	1989	1978	94000	414	0	1
1988	1989	1979	241000	1200	0	1
1988	1989	1980	704000	1473	2	1
1988	1989	1981	1088000	3508	2	1
1988	1989	1982	499000	1046	1	1
1988	1989	1983	297000	391	0	1
1988	1989	1984	4033000	5903	3	1
1988	1989	1985	1499000	4306	2	1
1988	1989	1986	1734000	1366	0	1
1988	1990	1977	11000	240	0	1
1988	1990	1978	163000	414	0	1
1988	1990	1979	85000	1200	0	1
1988	1990	1980	585000	1473	0	1
1988	1990	1981	1279000	3508	0	1
1988	1990	1982	632000	1046	2	1
1988	1990	1983	347000	391	0	1
1988	1990	1984	4837000	5903	5	1
1988	1990	1985	2300000	4306	1	1
1988	1990	1986	3163000	1366	1	1
1988	1991	1978	172000	414	0	1
1988	1991	1979	266000	1200	0	1
1988	1991	1980	556000	1473	0	1
1988	1991	1981	937000	3508	1	1
1988	1991	1982	580000	1046	0	1
1988	1991	1983	532000	391	1	1
1988	1991	1984	2478000	5903	1	1
1988	1991	1985	1514000	4306	2	1
1988	1991	1986	2418000	1366	1	1
1988	1992	1979	220000	1200	0	1
1988	1992	1980	468000	1473	0	1
1988	1992	1981	623000	3508	2	1
1988	1992	1982	383000	1046	1	1
1988	1992	1983	622000	391	0	1
1988	1992	1984	1722000	5903	0	1
1988	1992	1985	1750000	4306	0	1
1988	1992	1986	2581000	1366	0	1
1988	1993	1980	359000	1473	0	1
1988	1993	1981	474000	3508	1	1
1988	1993	1982	490000	1046	0	1
1988	1993	1983	662000	391	0	1
1988	1993	1984	3010000	5903	0	1
1988	1993	1985	2271000	4306	2	1
1988	1993	1986	3880000	1366	0	1
1988	1994	1981	78000	3508	2	1
1988	1994	1982	934000	1046	0	1
1988	1994	1983	314000	391	0	1
1988	1994	1984	1356000	5903	1	1
1988	1994	1985	1945000	4306	3	1
1988	1994	1986	3197000	1366	1	1
1988	1995	1982	46000	1046	0	1
1988	1995	1983	130000	391	1	1
1988	1995	1984	518000	5903	0	1
1988	1995	1985	333000	4306	1	1
1988	1995	1986	714000	1366	1	1
1988	1996	1983	19000	391	0	1
1988	1996	1984	634000	5903	0	1
1988	1996	1985	267000	4306	0	1
1988	1996	1986	770000	1366	0	1
1988	1997	1984	196000	5903	0	1
1988	1997	1985	711000	4306	0	1
1988	1997	1986	453000	1366	0	1
1988	1998	1985	356000	4306	0	1
1988	1998	1986	895000	1366	1	1
1988	1999	1985	120000	4306	0	1
1988	1999	1986	363000	1366	1	1
1988	2000	1986	34000	1366	0	1
1989	1990	1977	11000	734	0	1
1989	1990	1978	163000	158	1	1
1989	1990	1979	85000	556	0	1
1989	1990	1980	585000	1380	0	1
1989	1990	1981	1279000	1791	0	1
1989	1990	1982	632000	745	0	1
1989	1990	1983	347000	186	0	1
1989	1990	1984	4837000	3709	0	1
1989	1990	1985	2300000	3368	2	1
1989	1990	1986	3163000	4643	6	1
1989	1990	1987	7950000	3519	5	1
1989	1991	1978	172000	158	0	1
1989	1991	1979	266000	556	0	1
1989	1991	1980	556000	1380	0	1
1989	1991	1981	937000	1791	0	1
1989	1991	1982	580000	745	0	1
1989	1991	1983	532000	186	0	1
1989	1991	1984	2478000	3709	1	1
1989	1991	1985	1514000	3368	1	1
1989	1991	1986	2418000	4643	5	1
1989	1991	1987	4947000	3519	1	1
1989	1992	1979	220000	556	0	1
1989	1992	1980	468000	1380	0	1
1989	1992	1981	623000	1791	0	1
1989	1992	1982	383000	745	0	1
1989	1992	1983	622000	186	1	1
1989	1992	1984	1722000	3709	0	1
1989	1992	1985	1750000	3368	0	1
1989	1992	1986	2581000	4643	0	1
1989	1992	1987	4712000	3519	1	1
1989	1993	1980	359000	1380	0	1
1989	1993	1981	474000	1791	0	1
1989	1993	1982	490000	745	1	1
1989	1993	1983	662000	186	0	1
1989	1993	1984	3010000	3709	2	1
1989	1993	1985	2271000	3368	1	1
1989	1993	1986	3880000	4643	1	1
1989	1993	1987	5504000	3519	0	1
1989	1994	1981	78000	1791	0	1
1989	1994	1982	934000	745	0	1
1989	1994	1983	314000	186	0	1
1989	1994	1984	1356000	3709	0	1
1989	1994	1985	1945000	3368	0	1
1989	1994	1986	3197000	4643	1	1
1989	1994	1987	4894000	3519	1	1
1989	1995	1982	46000	745	0	1
1989	1995	1983	130000	186	0	1
1989	1995	1984	518000	3709	0	1
1989	1995	1985	333000	3368	1	1
1989	1995	1986	714000	4643	0	1
1989	1995	1987	1656000	3519	1	1
1989	1996	1983	19000	186	0	1
1989	1996	1984	634000	3709	0	1
1989	1996	1985	267000	3368	0	1
1989	1996	1986	770000	4643	0	1
1989	1996	1987	1142000	3519	2	1
1989	1997	1984	196000	3709	0	1
1989	1997	1985	711000	3368	0	1
1989	1997	1986	453000	4643	1	1
1989	1997	1987	843000	3519	0	1
1989	1998	1985	356000	3368	1	1
1989	1998	1986	895000	4643	0	1
1989	1998	1987	836000	3519	2	1
1989	1999	1985	120000	3368	0	1
1989	1999	1986	363000	4643	0	1
1989	1999	1987	583000	3519	0	1
1989	2000	1986	34000	4643	0	1
1989	2000	1987	65000	3519	1	1
1989	2001	1987	104000	3519	0	1
1990	1991	1978	172000	66	0	1
1990	1991	1979	266000	341	0	1
1990	1991	1980	556000	371	0	1
1990	1991	1981	937000	709	0	1
1990	1991	1982	580000	470	0	1
1990	1991	1983	532000	144	0	1
1990	1991	1984	2478000	1151	1	1
1990	1991	1985	1514000	723	0	1
1990	1991	1986	2418000	2024	1	1
1990	1991	1987	4947000	10073	6	1
1990	1991	1988	2876000	3672	2	1
1990	1992	1979	220000	341	0	1
1990	1992	1980	468000	371	0	1
1990	1992	1981	623000	709	0	1
1990	1992	1982	383000	470	0	1
1990	1992	1983	622000	144	0	1
1990	1992	1984	1722000	1151	0	1
1990	1992	1985	1750000	723	0	1
1990	1992	1986	2581000	2024	1	1
1990	1992	1987	4712000	10073	3	1
1990	1992	1988	3877000	3672	2	1
1990	1993	1980	359000	371	0	1
1990	1993	1981	474000	709	1	1
1990	1993	1982	490000	470	0	1
1990	1993	1983	662000	144	0	1
1990	1993	1984	3010000	1151	1	1
1990	1993	1985	2271000	723	2	1
1990	1993	1986	3880000	2024	0	1
1990	1993	1987	5504000	10073	4	1
1990	1993	1988	5386000	3672	6	1
1990	1994	1981	78000	709	0	1
1990	1994	1982	934000	470	0	1
1990	1994	1983	314000	144	1	1
1990	1994	1984	1356000	1151	0	1
1990	1994	1985	1945000	723	2	1
1990	1994	1986	3197000	2024	2	1
1990	1994	1987	4894000	10073	2	1
1990	1994	1988	4820000	3672	4	1
1990	1995	1982	46000	470	0	1
1990	1995	1983	130000	144	0	1
1990	1995	1984	518000	1151	0	1
1990	1995	1985	333000	723	0	1
1990	1995	1986	714000	2024	0	1
1990	1995	1987	1656000	10073	2	1
1990	1995	1988	2056000	3672	0	1
1990	1996	1983	19000	144	0	1
1990	1996	1984	634000	1151	0	1
1990	1996	1985	267000	723	0	1
1990	1996	1986	770000	2024	0	1
1990	1996	1987	1142000	10073	1	1
1990	1996	1988	1668000	3672	1	1
1990	1997	1984	196000	1151	0	1
1990	1997	1985	711000	723	1	1
1990	1997	1986	453000	2024	1	1
1990	1997	1987	843000	10073	0	1
1990	1997	1988	1475000	3672	1	1
1990	1998	1985	356000	723	1	1
1990	1998	1986	895000	2024	0	1
1990	1998	1987	836000	10073	1	1
1990	1998	1988	822000	3672	1	1
1990	1999	1985	120000	723	0	1
1990	1999	1986	363000	2024	0	1
1990	1999	1987	583000	10073	1	1
1990	1999	1988	668000	3672	1	1
1990	2000	1986	34000	2024	0	1
1990	2000	1987	65000	10073	0	1
1990	2000	1988	940000	3672	1	1
1990	2001	1987	104000	10073	0	1
1990	2001	1988	209000	3672	0	1
1990	2002	1988	152000	3672	0	1
1991	1992	1979	220000	452	0	1
1991	1992	1980	468000	1044	2	1
1991	1992	1981	623000	1477	0	1
1991	1992	1982	383000	617	0	1
1991	1992	1983	622000	383	0	1
1991	1992	1984	1722000	1661	1	1
1991	1992	1985	1750000	1404	0	1
1991	1992	1986	2581000	1680	2	1
1991	1992	1987	4712000	5493	3	1
1991	1992	1988	3877000	4199	2	1
1991	1992	1989	4421000	2972	1	1
1991	1993	1980	359000	1044	0	1
1991	1993	1981	474000	1477	0	1
1991	1993	1982	490000	617	0	1
1991	1993	1983	662000	383	1	1
1991	1993	1984	3010000	1661	0	1
1991	1993	1985	2271000	1404	2	1
1991	1993	1986	3880000	1680	3	1
1991	1993	1987	5504000	5493	4	1
1991	1993	1988	5386000	4199	5	1
1991	1993	1989	8471000	2972	9	1
1991	1994	1981	78000	1477	0	1
1991	1994	1982	934000	617	0	1
1991	1994	1983	314000	383	2	1
1991	1994	1984	1356000	1661	1	1
1991	1994	1985	1945000	1404	0	1
1991	1994	1986	3197000	1680	3	1
1991	1994	1987	4894000	5493	2	1
1991	1994	1988	4820000	4199	5	1
1991	1994	1989	7667000	2972	4	1
1991	1995	1982	46000	617	0	1
