lw.dat auto written
1 2
1988  2017
2  12
1
0.075  	0.124  	0.154  	0.194  	0.241  	0.265  	0.304  	0.305  	0.317  	0.308  	0.334
0.204  	0.188  	0.264  	0.26  	0.282  	0.306  	0  	0  	0.422  	0.364  	0
0.102  	0.23  	0.239  	0.266  	0.305  	0.308  	0.376  	0.407  	0.412  	0.424  	0
0.104  	0.208  	0.25  	0.288  	0.312  	0.316  	0.33  	0.344  	0  	0  	0
0.103  	0.191  	0.233  	0.304  	0.337  	0.365  	0.361  	0.371  	0.403  	0  	0.404
0.106  	0.153  	0.243  	0.282  	0.32  	0.33  	0.365  	0.373  	0.379  	0  	0
0.102  	0.194  	0.239  	0.28  	0.317  	0.328  	0.356  	0.372  	0.39  	0.379  	0.3995593
0.102  	0.153  	0.192  	0.234  	0.283  	0.328  	0.349  	0.356  	0.374  	0.366  	0.3929733
0.136  	0.136  	0.168  	0.206  	0.262  	0.309  	0.337  	0.366  	0.36  	0.361  	0.3787531
0.089  	0.167  	0.184  	0.207  	0.232  	0.277  	0.305  	0.331  	0.328  	0.344  	0.3559531
0.111  	0.15  	0.216  	0.221  	0.249  	0.277  	0.316  	0.338  	0.374  	0.372  	0.3997952
0.096  	0.173  	0.228  	0.262  	0.274  	0.292  	0.307  	0.335  	0.362  	0.371  	0.3994932
0.124  	0.175  	0.222  	0.242  	0.289  	0.303  	0.31  	0.328  	0.349  	0.383  	0.411151
0.105  	0.166  	0.214  	0.252  	0.268  	0.305  	0.308  	0.322  	0.337  	0.363  	0.3610227
0.056  	0.128  	0.198  	0.255  	0.281  	0.303  	0.322  	0.323  	0.334  	0.345  	0.3794977
0.068  	0.169  	0.218  	0.257  	0.288  	0.316  	0.323  	0.348  	0.354  	0.351  	0.3661664
0.143  	0.18  	0.227  	0.26  	0.29  	0.323  	0.355  	0.375  	0.383  	0.399  	0.4004926
0.106  	0.181  	0.235  	0.266  	0.29  	0.315  	0.344  	0.367  	0.384  	0.372  	0.3960731
0.102  	0.171  	0.238  	0.268  	0.292  	0.311  	0.33  	0.365  	0.374  	0.376  	0.3969449
0.137  	0.162  	0.228  	0.271  	0.316  	0.332  	0.342  	0.358  	0.361  	0.381  	0.4006879
0.106  	0.145  	0.209  	0.254  	0.296  	0.318  	0.341  	0.353  	0.363  	0.367  	0.4013047
0.156  	0.184  	0.22  	0.251  	0.291  	0.311  	0.338  	0.347  	0.363  	0.375  	0.3835955
0.1067  	0.1767  	0.2179  	0.2609  	0.2793  	0.3109  	0.3247  	0.3427  	0.3616  	0.3702  	0.3982504
0.0977  	0.2004  	0.2572  	0.2728  	0.3002  	0.3156  	0.3398  	0.3481  	0.365  	0.3706  	0.3851973
0.126  	0.2112  	0.2716  	0.3013  	0.3076  	0.3308  	0.3353  	0.3509  	0.3536  	0.3702  	0.3882555
0.16311  	0.237  	0.2762  	0.30004  	0.33128  	0.33891  	0.35112  	0.35717  	0.36996  	0.37306  	0.3906887
0.1787  	0.2327  	0.2708  	0.2928  	0.3219  	0.3423  	0.3534  	0.3668  	0.3653  	0.3741  	0.3759701
0.1458  	0.2029  	0.2716  	0.3225  	0.3306  	0.3584  	0.3696  	0.3723  	0.3826  	0.3816  	0.3879591
0.1107  	0.2123  	0.2547  	0.2895  	0.333  	0.3393  	0.3613  	0.3673  	0.3698  	0.3807  	0.3804231
0.143  	0.2049  	0.2411  	0.2919  	0.3215  	0.3504  	0.3599  	0.3823  	0.3924  	0.391  	0.3979382
